Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,CIN,5,Sun,October 6,1:00PM,0,boxscore,26,23,514,0,370,0,-17.0%,3.0
ATL,HOU,5,Sun,October 6,1:00PM,0,boxscore,32,53,592,1,373,1,-3.3%,4.0
BAL,PIT,5,Sun,October 6,1:00PM,0,boxscore,26,23,277,3,269,2,10.8%,-3.5
BUF,TEN,5,Sun,October 6,1:00PM,0,boxscore,14,7,313,1,252,0,-6.4%,3.5
CAR,JAX,5,Sun,October 6,1:00PM,1,boxscore,34,27,445,0,507,3,4.1%,-3.0
CHI,OAK,5,Sun,October 6,1:00PM,0,boxscore,21,24,398,2,236,2,6.9%,-6.5
CIN,ARI,5,Sun,October 6,1:00PM,1,boxscore,23,26,514,0,370,0,-28.9%,-3.0
CLE,SF,5,Mon,October 7,8:15PM,0,boxscore,3,31,446,0,180,4,2.9%,5.0
DAL,GB,5,Sun,October 6,4:25PM,1,boxscore,24,34,335,0,563,3,19.1%,-3.5
DEN,LAC,5,Sun,October 6,4:05PM,0,boxscore,20,13,350,2,246,3,-12.7%,4.0
GB,DAL,5,Sun,October 6,4:25PM,0,boxscore,34,24,335,0,563,3,6.1%,3.5
HOU,ATL,5,Sun,October 6,1:00PM,1,boxscore,53,32,592,1,373,1,4.1%,-4.0
IND,KC,5,Sun,October 6,8:20PM,0,boxscore,19,13,331,1,324,1,-10.1%,10.5
JAX,CAR,5,Sun,October 6,1:00PM,0,boxscore,27,34,445,0,507,3,-6.0%,3.0
KC,IND,5,Sun,October 6,8:20PM,1,boxscore,13,19,331,1,324,1,21.4%,-10.5
LAC,DEN,5,Sun,October 6,4:05PM,1,boxscore,13,20,350,2,246,3,8.9%,-4.0
LAR,SEA,5,Thu,October 3,8:20PM,0,boxscore,29,30,429,1,477,2,11.5%,1.5
MIN,NYG,5,Sun,October 6,1:00PM,0,boxscore,28,10,490,1,211,1,3.2%,-5.5
NE,WAS,5,Sun,October 6,1:00PM,0,boxscore,33,7,442,1,223,2,33.6%,-15.5
NO,TB,5,Sun,October 6,1:00PM,1,boxscore,31,24,457,1,252,0,11.0%,-3.0
NYG,MIN,5,Sun,October 6,1:00PM,1,boxscore,10,28,490,1,211,1,-13.1%,5.5
NYJ,PHI,5,Sun,October 6,1:00PM,0,boxscore,6,31,265,1,128,3,-9.6%,14.0
OAK,CHI,5,Sun,October 6,1:00PM,1,boxscore,24,21,398,2,236,2,-10.3%,6.5
PHI,NYJ,5,Sun,October 6,1:00PM,1,boxscore,31,6,265,1,128,3,10.1%,-14.0
PIT,BAL,5,Sun,October 6,1:00PM,1,boxscore,23,26,277,3,269,2,-3.4%,3.5
SEA,LAR,5,Thu,October 3,8:20PM,1,boxscore,30,29,429,1,477,2,8.5%,-1.5
SF,CLE,5,Mon,October 7,8:15PM,1,boxscore,31,3,446,0,180,4,14.0%,-5.0
TB,NO,5,Sun,October 6,1:00PM,0,boxscore,24,31,457,1,252,0,-2.0%,3.0
TEN,BUF,5,Sun,October 6,1:00PM,1,boxscore,7,14,313,1,252,0,3.9%,-3.5
WAS,NE,5,Sun,October 6,1:00PM,1,boxscore,7,33,442,1,223,2,-19.4%,15.5
