Team,Week,Year,Spread,Over/Under,Game Scoring Margin,Spread to Result Difference,Spread Result Class,Home Team,Short Week,Off Bye Week,Opponent,W-L% Rating,Point Differential Per Game Rating,Time of Poss Per Game Rating,Yards For per Play Rating,Yards Against per Play Rating,Penalty Yards Margin Per Game Rating,3rd Down %_For Rating,3rd Down % Against Rating,Total Yard Margin Per Game Rating,Turnover Margin Per Game Rating,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Home Team,Opp Short Week,Opp Off Bye Week,Opp W-L% Rating,Opp Point Differential Per Game Rating,Opp Sacks Against Per Game Rating,Opp Sacks For Per Game Rating,Opp Yards per Rush For Rating,Opp Rushing Yards For Per Game Rating,Opp Yards per Rush Against Rating,Opp Rushing Yards Against Per Game Rating,Opp Passer Rating For Rating,Opp Passing Yards For Per Game Rating,Opp Passer Rating Against Rating,Opp Passing Yards Against Per Game Rating,Opp Time of Poss Per Game Rating,Opp Yards For per Play Rating,Opp Yards Against per Play Rating,Opp Penalty Yards Margin Per Game Rating,Opp 3rd Down %_For Rating,Opp 3rd Down % Against Rating,Opp Total Yard Margin Per Game Rating,Opp Turnover Margin Per Game Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating
NYJ,2,2015,7.0,46.5,13,20.0,1,0,0,0,IND,100.0,88.0,41.0,56.0,54.0,0.0,80.0,27.0,53.0,0.0,50.0,100.0,57.0,72.0,28.0,59.0,1,0,0,0.0,27.0,67.0,0.0,33.0,6.0,57.0,47.0,21.0,49.0,29.0,67.0,47.0,32.0,29.0,9.0,79.0,49.0,40.0,88.0,0.0,67.0,6.0,47.0,49.0,67.0
OAK,2,2015,6.0,43.0,4,10.0,1,1,0,0,BAL,0.0,14.0,35.0,22.0,31.0,39.0,26.0,63.0,9.0,75.0,0.0,67.0,5.0,59.0,29.0,41.0,0,0,0,0.0,39.0,67.0,67.0,15.0,11.0,98.0,91.0,0.0,0.0,82.0,83.0,6.0,0.0,97.0,31.0,8.0,38.0,37.0,62.0,67.0,67.0,11.0,91.0,0.0,83.0
PHI,2,2015,-5.0,55.0,-10,-15.0,-1,1,0,0,DAL,0.0,46.0,18.0,64.0,41.0,70.0,26.0,67.0,51.0,50.0,17.0,100.0,5.0,71.0,82.0,34.0,0,0,0,100.0,52.0,100.0,17.0,24.0,15.0,55.0,74.0,54.0,89.0,73.0,69.0,94.0,76.0,62.0,44.0,81.0,41.0,91.0,88.0,17.0,100.0,15.0,74.0,89.0,69.0
PIT,2,2015,-6.5,45.5,25,18.5,1,1,0,0,SFO,0.0,38.0,65.0,90.0,28.0,58.0,66.0,2.0,78.0,62.0,33.0,50.0,45.0,85.0,80.0,37.0,0,0,0,100.0,80.0,83.0,83.0,100.0,100.0,54.0,90.0,37.0,23.0,66.0,73.0,71.0,66.0,65.0,70.0,57.0,100.0,91.0,50.0,83.0,83.0,100.0,90.0,23.0,73.0
SDG,2,2015,3.0,47.0,-5,-2.0,-1,0,0,0,CIN,100.0,59.0,100.0,78.0,24.0,57.0,81.0,65.0,100.0,62.0,17.0,67.0,24.0,91.0,100.0,54.0,1,0,0,100.0,86.0,100.0,33.0,44.0,41.0,61.0,95.0,65.0,59.0,60.0,71.0,65.0,69.0,78.0,61.0,37.0,74.0,91.0,25.0,33.0,100.0,41.0,95.0,59.0,71.0
SEA,2,2015,3.0,49.0,-10,-7.0,-1,0,0,0,GNB,0.0,45.0,94.0,29.0,24.0,60.0,58.0,19.0,48.0,25.0,33.0,0.0,40.0,88.0,41.0,39.0,1,0,0,100.0,64.0,100.0,33.0,54.0,45.0,5.0,23.0,85.0,31.0,76.0,61.0,41.0,68.0,41.0,56.0,91.0,0.0,28.0,38.0,33.0,100.0,45.0,23.0,31.0,61.0
SFO,2,2015,6.5,45.5,-25,-18.5,-1,0,0,0,PIT,100.0,80.0,71.0,66.0,65.0,70.0,57.0,100.0,91.0,50.0,83.0,83.0,100.0,90.0,23.0,73.0,1,0,0,0.0,38.0,50.0,33.0,83.0,45.0,80.0,85.0,48.0,80.0,12.0,37.0,65.0,90.0,28.0,58.0,66.0,2.0,78.0,62.0,33.0,50.0,45.0,85.0,80.0,37.0
STL,2,2015,-3.0,41.0,-14,-17.0,-1,0,0,0,WAS,100.0,55.0,41.0,76.0,71.0,40.0,81.0,42.0,52.0,75.0,100.0,67.0,13.0,60.0,61.0,59.0,1,0,0,0.0,38.0,83.0,50.0,52.0,61.0,56.0,89.0,25.0,31.0,54.0,71.0,94.0,45.0,64.0,81.0,59.0,43.0,76.0,62.0,50.0,83.0,61.0,89.0,31.0,71.0
TAM,2,2015,10.0,47.5,7,17.0,1,0,0,0,NOR,0.0,0.0,41.0,29.0,27.0,77.0,19.0,38.0,40.0,62.0,33.0,33.0,22.0,60.0,28.0,70.0,1,0,0,0.0,29.0,67.0,0.0,0.0,0.0,34.0,62.0,37.0,89.0,30.0,28.0,71.0,63.0,0.0,77.0,52.0,27.0,45.0,50.0,0.0,67.0,0.0,62.0,89.0,28.0
TEN,2,2015,-2.0,41.0,-14,-16.0,-1,0,0,0,CLE,100.0,100.0,59.0,73.0,71.0,23.0,62.0,81.0,60.0,38.0,67.0,67.0,40.0,78.0,30.0,72.0,1,0,0,0.0,12.0,50.0,0.0,32.0,28.0,51.0,43.0,32.0,41.0,52.0,72.0,59.0,46.0,44.0,100.0,73.0,20.0,47.0,100.0,0.0,50.0,28.0,43.0,41.0,72.0
WAS,2,2015,3.0,41.0,14,17.0,1,1,0,0,STL,0.0,38.0,94.0,45.0,64.0,81.0,59.0,43.0,76.0,62.0,50.0,83.0,61.0,89.0,31.0,71.0,0,0,0,100.0,55.0,67.0,100.0,7.0,13.0,63.0,60.0,65.0,61.0,57.0,59.0,41.0,76.0,71.0,40.0,81.0,42.0,52.0,75.0,100.0,67.0,13.0,60.0,61.0,59.0
ARI,3,2015,-6.5,45.0,40,33.5,1,1,0,0,SFO,100.0,100.0,36.0,73.0,35.0,0.0,100.0,61.0,39.0,53.0,36.0,100.0,60.0,73.0,41.0,28.0,0,0,0,50.0,36.0,33.0,45.0,99.0,99.0,64.0,77.0,53.0,33.0,14.0,36.0,79.0,42.0,0.0,68.0,70.0,47.0,64.0,60.0,45.0,33.0,99.0,77.0,33.0,36.0
ATL,3,2015,-1.0,43.5,11,10.0,1,0,0,0,DAL,100.0,56.0,70.0,49.0,25.0,60.0,89.0,31.0,45.0,47.0,18.0,67.0,33.0,75.0,76.0,17.0,1,0,0,100.0,63.0,67.0,18.0,45.0,44.0,100.0,100.0,64.0,69.0,72.0,68.0,100.0,50.0,78.0,89.0,76.0,57.0,100.0,67.0,18.0,67.0,44.0,100.0,69.0,68.0
BAL,3,2015,-2.5,44.5,-4,-6.5,-1,1,0,0,CIN,0.0,33.0,27.0,38.0,60.0,50.0,27.0,15.0,42.0,67.0,45.0,78.0,41.0,72.0,39.0,46.0,0,0,0,100.0,83.0,100.0,55.0,86.0,85.0,30.0,59.0,84.0,38.0,38.0,68.0,55.0,61.0,53.0,72.0,53.0,60.0,80.0,33.0,55.0,100.0,85.0,59.0,38.0,68.0
BUF,3,2015,2.5,41.5,27,29.5,1,0,0,0,MIA,50.0,54.0,48.0,50.0,35.0,93.0,52.0,33.0,18.0,40.0,36.0,11.0,87.0,93.0,14.0,3.0,1,0,0,50.0,53.0,44.0,9.0,47.0,17.0,52.0,17.0,58.0,49.0,51.0,55.0,21.0,44.0,39.0,49.0,59.0,42.0,21.0,47.0,9.0,44.0,17.0,17.0,49.0,55.0
CAR,3,2015,-9.5,43.5,5,-4.5,-1,1,0,0,NOR,100.0,73.0,67.0,16.0,100.0,68.0,66.0,69.0,52.0,40.0,55.0,56.0,76.0,76.0,2.0,68.0,0,0,0,0.0,20.0,33.0,27.0,45.0,32.0,43.0,29.0,31.0,61.0,10.0,46.0,61.0,38.0,2.0,87.0,77.0,37.0,37.0,60.0,27.0,33.0,32.0,29.0,61.0,46.0
CHI,3,2015,14.5,43.5,-26,-11.5,-1,0,0,0,SEA,0.0,0.0,52.0,45.0,25.0,100.0,79.0,6.0,66.0,60.0,0.0,56.0,84.0,34.0,27.0,75.0,1,0,0,0.0,29.0,11.0,36.0,77.0,63.0,64.0,55.0,44.0,24.0,14.0,44.0,61.0,29.0,22.0,89.0,65.0,30.0,33.0,47.0,36.0,11.0,63.0,55.0,24.0,44.0
CIN,3,2015,2.5,44.5,4,6.5,1,0,0,0,BAL,100.0,83.0,55.0,61.0,53.0,72.0,53.0,60.0,80.0,33.0,55.0,100.0,85.0,59.0,38.0,68.0,1,0,0,0.0,33.0,78.0,45.0,60.0,41.0,61.0,72.0,23.0,39.0,56.0,46.0,27.0,38.0,60.0,50.0,27.0,15.0,42.0,67.0,45.0,78.0,41.0,72.0,39.0,46.0
CLE,3,2015,-3.5,42.5,-7,-10.5,-1,1,0,0,OAK,50.0,37.0,36.0,42.0,45.0,74.0,78.0,24.0,17.0,60.0,64.0,44.0,55.0,0.0,12.0,70.0,0,0,0,50.0,24.0,67.0,0.0,88.0,33.0,47.0,39.0,47.0,51.0,24.0,11.0,39.0,43.0,1.0,52.0,83.0,54.0,3.0,60.0,0.0,67.0,33.0,39.0,51.0,11.0
DAL,3,2015,1.0,43.5,-11,-10.0,-1,1,0,0,ATL,100.0,63.0,100.0,50.0,78.0,89.0,76.0,57.0,100.0,67.0,18.0,67.0,44.0,100.0,69.0,68.0,0,0,0,100.0,56.0,67.0,18.0,25.0,33.0,51.0,75.0,47.0,76.0,47.0,17.0,70.0,49.0,25.0,60.0,89.0,31.0,45.0,47.0,18.0,67.0,33.0,75.0,76.0,17.0
DEN,3,2015,-3.0,44.5,12,9.0,1,0,0,0,DET,100.0,66.0,73.0,0.0,85.0,82.0,70.0,100.0,49.0,20.0,64.0,22.0,22.0,47.0,15.0,100.0,1,0,0,0.0,26.0,78.0,27.0,44.0,14.0,53.0,12.0,30.0,47.0,23.0,38.0,18.0,40.0,16.0,33.0,64.0,17.0,0.0,60.0,27.0,78.0,14.0,12.0,47.0,38.0
DET,3,2015,3.0,44.5,-12,-9.0,-1,1,0,0,DEN,0.0,26.0,18.0,40.0,16.0,33.0,64.0,17.0,0.0,60.0,27.0,78.0,14.0,12.0,47.0,38.0,0,0,0,100.0,66.0,22.0,64.0,23.0,22.0,44.0,47.0,21.0,15.0,100.0,100.0,73.0,0.0,85.0,82.0,70.0,100.0,49.0,20.0,64.0,22.0,22.0,47.0,15.0,100.0
GNB,3,2015,-6.0,49.0,10,4.0,1,1,0,0,KAN,100.0,73.0,52.0,52.0,34.0,42.0,87.0,14.0,34.0,40.0,36.0,78.0,70.0,6.0,24.0,65.0,0,0,0,50.0,47.0,22.0,73.0,70.0,64.0,64.0,75.0,43.0,18.0,52.0,38.0,61.0,35.0,63.0,45.0,0.0,61.0,32.0,67.0,73.0,22.0,64.0,75.0,18.0,38.0
HOU,3,2015,-6.5,40.5,10,3.5,1,1,0,0,TAM,0.0,27.0,24.0,19.0,62.0,57.0,24.0,67.0,46.0,67.0,36.0,33.0,33.0,24.0,52.0,67.0,0,0,0,50.0,17.0,22.0,55.0,60.0,59.0,58.0,43.0,34.0,12.0,9.0,69.0,39.0,31.0,45.0,67.0,36.0,25.0,37.0,53.0,55.0,22.0,59.0,43.0,12.0,69.0
IND,3,2015,-3.5,46.0,2,-1.5,-1,0,0,0,TEN,0.0,10.0,39.0,32.0,27.0,33.0,89.0,49.0,35.0,100.0,9.0,78.0,32.0,34.0,40.0,61.0,1,0,0,50.0,67.0,0.0,55.0,92.0,81.0,63.0,52.0,100.0,19.0,49.0,83.0,67.0,47.0,59.0,61.0,77.0,64.0,73.0,67.0,55.0,0.0,81.0,52.0,19.0,83.0
JAX,3,2015,13.5,49.0,-34,-20.5,-1,0,0,0,NWE,50.0,36.0,36.0,32.0,58.0,54.0,42.0,40.0,45.0,67.0,36.0,44.0,55.0,81.0,28.0,46.0,1,0,0,100.0,69.0,56.0,100.0,49.0,24.0,0.0,12.0,83.0,100.0,41.0,42.0,39.0,68.0,15.0,47.0,87.0,42.0,54.0,40.0,100.0,56.0,24.0,12.0,100.0,42.0
KAN,3,2015,6.0,49.0,-10,-4.0,-1,0,0,0,GNB,50.0,47.0,61.0,35.0,63.0,45.0,0.0,61.0,32.0,67.0,73.0,22.0,64.0,75.0,18.0,38.0,1,0,0,100.0,73.0,78.0,36.0,83.0,70.0,11.0,6.0,95.0,24.0,60.0,65.0,52.0,52.0,34.0,42.0,87.0,14.0,34.0,40.0,36.0,78.0,70.0,6.0,24.0,65.0
MIA,3,2015,-2.5,41.5,-27,-29.5,-1,1,0,0,BUF,50.0,53.0,21.0,44.0,39.0,49.0,59.0,42.0,21.0,47.0,9.0,44.0,17.0,17.0,49.0,55.0,0,0,0,50.0,54.0,11.0,36.0,99.0,87.0,62.0,93.0,61.0,14.0,50.0,3.0,48.0,50.0,35.0,93.0,52.0,33.0,18.0,40.0,36.0,11.0,87.0,93.0,14.0,3.0
MIN,3,2015,-1.0,44.5,17,16.0,1,1,0,0,SDG,50.0,37.0,42.0,36.0,48.0,70.0,53.0,33.0,18.0,40.0,18.0,33.0,73.0,24.0,0.0,58.0,0,0,0,50.0,47.0,33.0,9.0,70.0,58.0,31.0,36.0,66.0,70.0,30.0,59.0,73.0,67.0,10.0,60.0,81.0,51.0,72.0,67.0,9.0,33.0,58.0,36.0,70.0,59.0
NOR,3,2015,9.5,43.5,-5,4.5,1,0,0,0,CAR,0.0,20.0,61.0,38.0,2.0,87.0,77.0,37.0,37.0,60.0,27.0,33.0,32.0,29.0,61.0,46.0,1,0,0,100.0,73.0,56.0,55.0,70.0,76.0,68.0,76.0,17.0,2.0,87.0,68.0,67.0,16.0,100.0,68.0,66.0,69.0,52.0,40.0,55.0,56.0,76.0,76.0,2.0,68.0
NWE,3,2015,-13.5,49.0,34,20.5,1,1,0,0,JAX,100.0,69.0,39.0,68.0,15.0,47.0,87.0,42.0,54.0,40.0,100.0,56.0,24.0,12.0,100.0,42.0,0,0,0,50.0,36.0,44.0,36.0,70.0,55.0,91.0,81.0,23.0,28.0,42.0,46.0,36.0,32.0,58.0,54.0,42.0,40.0,45.0,67.0,36.0,44.0,55.0,81.0,28.0,46.0
NYG,3,2015,-3.5,44.0,11,7.5,1,1,1,0,WAS,0.0,40.0,21.0,41.0,19.0,52.0,97.0,0.0,10.0,40.0,18.0,67.0,46.0,86.0,38.0,0.0,0,1,0,50.0,57.0,67.0,36.0,91.0,100.0,36.0,84.0,44.0,13.0,52.0,86.0,94.0,40.0,70.0,69.0,84.0,62.0,94.0,67.0,36.0,67.0,100.0,84.0,13.0,86.0
NYJ,3,2015,-1.5,45.5,-7,-8.5,-1,1,0,0,PHI,100.0,96.0,48.0,45.0,45.0,32.0,77.0,28.0,45.0,0.0,27.0,89.0,68.0,57.0,23.0,54.0,0,0,0,0.0,30.0,89.0,36.0,0.0,0.0,82.0,50.0,18.0,56.0,36.0,37.0,0.0,33.0,44.0,40.0,18.0,59.0,16.0,60.0,36.0,89.0,0.0,50.0,56.0,37.0
OAK,3,2015,3.5,42.5,7,10.5,1,0,0,0,CLE,50.0,24.0,39.0,43.0,1.0,52.0,83.0,54.0,3.0,60.0,0.0,67.0,33.0,39.0,51.0,11.0,1,0,0,50.0,37.0,44.0,64.0,60.0,55.0,26.0,0.0,51.0,12.0,38.0,70.0,36.0,42.0,45.0,74.0,78.0,24.0,17.0,60.0,64.0,44.0,55.0,0.0,12.0,70.0
PHI,3,2015,1.5,45.5,7,8.5,1,0,0,0,NYJ,0.0,30.0,0.0,33.0,44.0,40.0,18.0,59.0,16.0,60.0,36.0,89.0,0.0,50.0,56.0,37.0,1,0,0,100.0,96.0,89.0,27.0,70.0,68.0,61.0,57.0,48.0,23.0,78.0,54.0,48.0,45.0,45.0,32.0,77.0,28.0,45.0,0.0,27.0,89.0,68.0,57.0,23.0,54.0
PIT,3,2015,-1.0,48.0,6,5.0,1,0,0,0,STL,50.0,73.0,33.0,100.0,40.0,70.0,98.0,21.0,73.0,53.0,64.0,67.0,54.0,60.0,92.0,28.0,1,0,0,50.0,31.0,67.0,73.0,56.0,27.0,40.0,7.0,48.0,23.0,36.0,67.0,18.0,46.0,60.0,65.0,53.0,30.0,12.0,60.0,73.0,67.0,27.0,7.0,23.0,67.0
SDG,3,2015,1.0,44.5,-17,-16.0,-1,0,0,0,MIN,50.0,47.0,73.0,67.0,10.0,60.0,81.0,51.0,72.0,67.0,9.0,33.0,58.0,36.0,70.0,59.0,1,0,0,50.0,37.0,33.0,18.0,89.0,73.0,25.0,24.0,48.0,0.0,57.0,58.0,42.0,36.0,48.0,70.0,53.0,33.0,18.0,40.0,18.0,33.0,73.0,24.0,0.0,58.0
SEA,3,2015,-14.5,43.5,26,11.5,1,1,0,0,CHI,0.0,29.0,61.0,29.0,22.0,89.0,65.0,30.0,33.0,47.0,36.0,11.0,63.0,55.0,24.0,44.0,0,0,0,0.0,0.0,56.0,0.0,100.0,84.0,45.0,34.0,17.0,27.0,0.0,75.0,52.0,45.0,25.0,100.0,79.0,6.0,66.0,60.0,0.0,56.0,84.0,34.0,27.0,75.0
