Team,Week,Year,Spread,Over/Under,Game Scoring Margin,Spread to Result Difference,Spread Result Class,Home Team,Short Week,Off Bye Week,Opponent,W-L% Rating,Point Differential Per Game Rating,Time of Poss Per Game Rating,Yards For per Play Rating,Yards Against per Play Rating,Penalty Yards Margin Per Game Rating,3rd Down %_For Rating,3rd Down % Against Rating,Total Yard Margin Per Game Rating,Turnover Margin Per Game Rating,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Home Team,Opp Short Week,Opp Off Bye Week,Opp W-L% Rating,Opp Point Differential Per Game Rating,Opp Sacks Against Per Game Rating,Opp Sacks For Per Game Rating,Opp Yards per Rush For Rating,Opp Rushing Yards For Per Game Rating,Opp Yards per Rush Against Rating,Opp Rushing Yards Against Per Game Rating,Opp Passer Rating For Rating,Opp Passing Yards For Per Game Rating,Opp Passer Rating Against Rating,Opp Passing Yards Against Per Game Rating,Opp Time of Poss Per Game Rating,Opp Yards For per Play Rating,Opp Yards Against per Play Rating,Opp Penalty Yards Margin Per Game Rating,Opp 3rd Down %_For Rating,Opp 3rd Down % Against Rating,Opp Total Yard Margin Per Game Rating,Opp Turnover Margin Per Game Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating
ARI,2,2016,-7.5,49.5,33,25.5,1,1,0,0,TAM,0.0,46.0,32.0,58.0,49.0,44.0,68.0,4.0,44.0,17.0,29.0,57.0,37.0,51.0,48.0,50.0,0,0,0,100.0,62.0,100.0,43.0,30.0,35.0,89.0,97.0,94.0,57.0,19.0,30.0,37.0,66.0,41.0,36.0,23.0,93.0,49.0,67.0,43.0,100.0,35.0,97.0,57.0,30.0
ATL,2,2016,4.0,47.5,7,11.0,1,0,0,0,OAK,0.0,38.0,63.0,59.0,34.0,64.0,7.0,77.0,51.0,33.0,0.0,57.0,3.0,65.0,70.0,43.0,1,0,0,100.0,52.0,100.0,14.0,100.0,100.0,53.0,66.0,66.0,69.0,0.0,0.0,53.0,96.0,0.0,98.0,37.0,63.0,43.0,33.0,14.0,100.0,100.0,66.0,69.0,0.0
BAL,2,2016,-4.0,42.0,5,1.0,1,0,0,0,CLE,100.0,61.0,63.0,35.0,95.0,21.0,45.0,93.0,100.0,67.0,29.0,43.0,29.0,86.0,40.0,100.0,1,0,0,0.0,16.0,57.0,29.0,84.0,61.0,55.0,29.0,21.0,23.0,31.0,46.0,0.0,57.0,48.0,33.0,0.0,70.0,11.0,67.0,29.0,57.0,61.0,29.0,23.0,46.0
BUF,2,2016,-1.0,40.5,-6,-7.0,-1,1,1,0,NYJ,0.0,39.0,37.0,5.0,65.0,79.0,7.0,55.0,0.0,33.0,57.0,71.0,14.0,71.0,0.0,60.0,0,1,0,0.0,48.0,86.0,100.0,70.0,87.0,75.0,92.0,44.0,29.0,18.0,29.0,74.0,44.0,21.0,78.0,30.0,84.0,36.0,50.0,100.0,86.0,87.0,92.0,29.0,29.0
CAR,2,2016,-12.0,44.5,19,7.0,1,1,0,0,SFO,0.0,48.0,63.0,38.0,51.0,84.0,90.0,32.0,59.0,17.0,29.0,57.0,92.0,16.0,25.0,80.0,0,0,0,100.0,100.0,100.0,29.0,38.0,86.0,79.0,86.0,51.0,23.0,100.0,92.0,63.0,23.0,100.0,0.0,61.0,100.0,96.0,33.0,29.0,100.0,86.0,86.0,23.0,92.0
CHI,2,2016,-3.0,42.5,-15,-18.0,-1,1,0,0,PHI,0.0,34.0,16.0,36.0,64.0,29.0,24.0,10.0,21.0,50.0,29.0,29.0,21.0,32.0,28.0,63.0,0,0,0,100.0,84.0,71.0,43.0,45.0,71.0,16.0,39.0,69.0,54.0,79.0,77.0,100.0,52.0,43.0,67.0,30.0,100.0,89.0,33.0,43.0,71.0,71.0,39.0,54.0,77.0
CIN,2,2016,3.0,48.0,-8,-5.0,-1,0,0,0,PIT,100.0,52.0,26.0,79.0,56.0,22.0,16.0,70.0,64.0,50.0,14.0,0.0,8.0,13.0,71.0,71.0,1,0,0,100.0,89.0,86.0,0.0,67.0,83.0,40.0,94.0,81.0,60.0,60.0,28.0,68.0,71.0,17.0,64.0,100.0,77.0,68.0,33.0,0.0,86.0,83.0,94.0,60.0,28.0
CLE,2,2016,4.0,42.0,-5,-1.0,-1,1,0,0,BAL,0.0,16.0,0.0,57.0,48.0,33.0,0.0,70.0,11.0,67.0,29.0,57.0,61.0,29.0,23.0,46.0,0,0,0,100.0,61.0,43.0,29.0,24.0,29.0,81.0,86.0,68.0,40.0,53.0,100.0,63.0,35.0,95.0,21.0,45.0,93.0,100.0,67.0,29.0,43.0,29.0,86.0,40.0,100.0
DAL,2,2016,3.5,47.0,4,7.5,1,0,0,0,WAS,0.0,48.0,84.0,27.0,41.0,55.0,88.0,32.0,54.0,33.0,29.0,100.0,45.0,45.0,41.0,67.0,1,0,0,0.0,11.0,100.0,14.0,60.0,6.0,33.0,17.0,40.0,72.0,19.0,40.0,32.0,83.0,29.0,36.0,23.0,0.0,32.0,67.0,14.0,100.0,6.0,17.0,72.0,40.0
DEN,2,2016,-6.0,47.0,14,8.0,1,1,0,0,IND,100.0,52.0,37.0,49.0,62.0,16.0,68.0,10.0,41.0,83.0,43.0,71.0,84.0,8.0,20.0,75.0,0,0,0,0.0,43.0,71.0,14.0,54.0,29.0,35.0,43.0,88.0,84.0,3.0,27.0,47.0,75.0,17.0,36.0,82.0,20.0,51.0,50.0,14.0,71.0,29.0,43.0,84.0,27.0
