Team,Week,Year,Spread,Over/Under,Game Scoring Margin,Spread to Result Difference,Spread Result Class,Home Team,Short Week,Off Bye Week,Opponent,W-L% Rating,Point Differential Per Game Rating,Time of Poss Per Game Rating,Yards For per Play Rating,Yards Against per Play Rating,Penalty Yards Margin Per Game Rating,3rd Down %_For Rating,3rd Down % Against Rating,Total Yard Margin Per Game Rating,Turnover Margin Per Game Rating,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Home Team,Opp Short Week,Opp Off Bye Week,Opp W-L% Rating,Opp Point Differential Per Game Rating,Opp Sacks Against Per Game Rating,Opp Sacks For Per Game Rating,Opp Yards per Rush For Rating,Opp Rushing Yards For Per Game Rating,Opp Yards per Rush Against Rating,Opp Rushing Yards Against Per Game Rating,Opp Passer Rating For Rating,Opp Passing Yards For Per Game Rating,Opp Passer Rating Against Rating,Opp Passing Yards Against Per Game Rating,Opp Time of Poss Per Game Rating,Opp Yards For per Play Rating,Opp Yards Against per Play Rating,Opp Penalty Yards Margin Per Game Rating,Opp 3rd Down %_For Rating,Opp 3rd Down % Against Rating,Opp Total Yard Margin Per Game Rating,Opp Turnover Margin Per Game Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating
ARI,2,2008,-6.5,40.5,21,14.5,1,1,0,0,MIA,100.0,64.0,100.0,16.0,35.0,62.0,43.0,48.0,49.0,0.0,57.0,57.0,27.0,74.0,28.0,77.0,0,0,0,0.0,41.0,43.0,43.0,17.0,6.0,70.0,72.0,48.0,44.0,13.0,78.0,40.0,23.0,61.0,62.0,32.0,47.0,48.0,50.0,43.0,43.0,6.0,72.0,44.0,78.0
ATL,2,2008,7.0,37.5,-15,-8.0,-1,0,0,0,TAM,100.0,69.0,47.0,100.0,56.0,73.0,46.0,69.0,72.0,40.0,43.0,86.0,100.0,87.0,22.0,56.0,1,0,0,0.0,44.0,71.0,14.0,95.0,40.0,68.0,76.0,37.0,37.0,15.0,26.0,40.0,47.0,22.0,59.0,23.0,47.0,38.0,50.0,14.0,71.0,40.0,76.0,37.0,26.0
BUF,2,2008,4.0,37.0,4,8.0,1,0,0,0,JAX,100.0,84.0,60.0,46.0,89.0,40.0,34.0,74.0,62.0,30.0,71.0,86.0,26.0,82.0,45.0,82.0,1,0,0,0.0,40.0,0.0,14.0,0.0,0.0,58.0,64.0,34.0,22.0,92.0,81.0,60.0,2.0,58.0,59.0,49.0,68.0,33.0,60.0,14.0,0.0,0.0,64.0,22.0,81.0
CAR,2,2008,-3.0,37.5,3,0.0,0,1,0,0,CHI,100.0,53.0,67.0,44.0,52.0,60.0,46.0,54.0,60.0,50.0,14.0,86.0,38.0,75.0,49.0,68.0,0,0,0,100.0,73.0,71.0,29.0,49.0,53.0,72.0,93.0,49.0,16.0,66.0,58.0,60.0,38.0,77.0,62.0,86.0,37.0,54.0,40.0,29.0,71.0,53.0,93.0,16.0,58.0
CHI,2,2008,3.0,37.5,-3,0.0,0,0,0,0,CAR,100.0,73.0,60.0,38.0,77.0,62.0,86.0,37.0,54.0,40.0,29.0,71.0,53.0,93.0,16.0,58.0,1,0,0,100.0,53.0,86.0,14.0,53.0,38.0,65.0,75.0,48.0,49.0,14.0,68.0,67.0,44.0,52.0,60.0,46.0,54.0,60.0,50.0,14.0,86.0,38.0,75.0,49.0,68.0
CIN,2,2008,-1.0,37.0,-17,-18.0,-1,1,0,0,TEN,0.0,40.0,7.0,0.0,70.0,35.0,21.0,27.0,21.0,50.0,0.0,71.0,13.0,31.0,0.0,95.0,0,0,0,100.0,60.0,86.0,100.0,42.0,36.0,100.0,100.0,27.0,27.0,83.0,86.0,40.0,43.0,100.0,41.0,32.0,51.0,67.0,40.0,100.0,86.0,36.0,100.0,27.0,86.0
CLE,2,2008,6.5,43.5,-4,2.5,1,1,0,0,PIT,0.0,24.0,0.0,31.0,14.0,33.0,46.0,0.0,10.0,40.0,0.0,86.0,20.0,53.0,9.0,31.0,0,0,0,100.0,80.0,71.0,71.0,49.0,53.0,68.0,85.0,94.0,12.0,74.0,85.0,60.0,39.0,84.0,49.0,83.0,59.0,60.0,30.0,71.0,71.0,53.0,85.0,12.0,85.0
DAL,2,2008,-6.5,46.5,4,-2.5,-1,1,0,0,PHI,100.0,76.0,100.0,86.0,70.0,67.0,100.0,54.0,90.0,60.0,14.0,100.0,47.0,80.0,72.0,100.0,0,0,0,100.0,100.0,100.0,57.0,26.0,26.0,92.0,99.0,91.0,100.0,78.0,95.0,87.0,79.0,91.0,35.0,79.0,100.0,100.0,50.0,57.0,100.0,26.0,99.0,100.0,95.0
DEN,2,2008,-1.0,46.5,1,0.0,0,1,0,0,SDG,100.0,89.0,47.0,82.0,62.0,0.0,69.0,77.0,69.0,40.0,43.0,100.0,38.0,59.0,65.0,86.0,0,0,0,0.0,47.0,86.0,14.0,35.0,25.0,47.0,62.0,89.0,38.0,66.0,56.0,33.0,50.0,57.0,40.0,46.0,54.0,40.0,50.0,14.0,86.0,25.0,62.0,38.0,56.0
DET,2,2008,3.0,47.0,-23,-20.0,-1,1,0,0,GNB,0.0,31.0,53.0,46.0,0.0,27.0,31.0,54.0,28.0,60.0,14.0,57.0,13.0,0.0,49.0,86.0,0,0,0,100.0,57.0,100.0,14.0,57.0,37.0,34.0,46.0,79.0,28.0,94.0,82.0,33.0,63.0,63.0,97.0,55.0,40.0,45.0,40.0,14.0,100.0,37.0,46.0,28.0,82.0
