Game,EGO,Spread,Spread Target,Pick
IND @ JAC,1.28,-3.5,"[-3.0, -5.0]",JAC
ATL @ NO,1.94,-1.5,"[2.0, -0.5]",
BUF @ NE,-12.46,13.5,"[16.0, 14.0]",
DEN @ CAR,4.62,-4.0,"[-1.0, -3.0]",
OAK @ BAL,-8.01,7.5,"[6.5, 4.5]",
NYG @ CIN,7.16,-4.5,"[-3.5, -5.5]",NYG
SD @ TB,-5.88,3.0,"[4.5, 2.0]",TB
TEN @ MIA,-11.33,7.0,"[10.0, 7.5]",
DET @ MIN,-2.03,-3.0,"[0.5, -1.5]",
NYJ @ SEA,-10.43,5.5,"[9.0, 6.5]",
DAL @ PHI,2.81,-2.5,"[1.0, -1.5]",
STL @ SF,-12.04,13.0,"[15.5, 13.5]",
HOU @ CHI,-4.64,1.0,"[3.0, 1.0]",CHI
KC @ PIT,-13.59,13.0,"[12.0, 10.0]",
