Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2020,ATL @ MIN,6,Sun,1:00PM,-1.7%,1.5,17,18.5,-3.0999999999999996,-2.9,-1.4,19.9,"[[6.5, 4.5], [1.5, -1.0]]",1,MIN,0
2020,BAL @ PHI,6,Sun,1:00PM,21.2%,-4.0,2,-2.0,27.9,4.02,0.019999999999999574,-2.0199999999999996,"[[-0.5, -2.5], [-5.5, -7.5]]",0,,0
2020,CHI @ CAR,6,Sun,1:00PM,-4.1%,4.0,7,11.0,4.700000000000001,-1.19,2.81,8.19,"[[5.0, 2.5], [-0.5, -2.5]]",1,CHI,1
2020,CIN @ IND,6,Sun,1:00PM,-16.4%,7.0,-4,3.0,-29.5,-8.54,-1.5399999999999991,4.539999999999999,"[[12.0, 10.0], [7.0, 5.0]]",1,IND,0
2020,CLE @ PIT,6,Sun,1:00PM,-3.3%,-2.5,-31,-33.5,-14.8,-5.43,-7.93,-25.57,"[[9.0, 7.0], [4.0, 1.5]]",0,,1
2020,DEN @ NE,6,Sun,1:00PM,-16.0%,3.5,6,9.5,-15.3,-5.54,-2.04,11.54,"[[9.0, 7.0], [4.0, 2.0]]",1,NE,0
2020,DET @ JAX,6,Sun,1:00PM,-2.2%,3.0,18,21.0,-1.5000000000000002,-2.55,0.4500000000000002,20.55,"[[6.0, 4.0], [1.0, -1.0]]",0,,1
2020,GB @ TB,6,Sun,4:25PM,7.3%,-6.5,-28,-34.5,-7.500000000000001,-3.86,-10.36,-24.14,"[[7.5, 5.5], [2.5, 0.0]]",0,,1
2020,KC @ BUF,6,Mon,5:00PM,22.2%,-20.0,9,-11.0,15.1,1.12,-18.88,7.88,"[[2.5, 0.5], [-2.5, -5.0]]",0,,1
2020,LAR @ SF,6,Sun,8:20PM,12.7%,-3.5,-8,-11.5,10.799999999999999,0.16,-3.34,-8.16,"[[3.5, 1.5], [-1.5, -4.0]]",1,SF,1
2020,NYJ @ MIA,6,Sun,4:05PM,-19.5%,20.0,-24,-4.0,-11.1,-4.64,15.36,-19.36,"[[8.5, 6.0], [3.0, 1.0]]",0,,0
