Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,CLE,13,Sun,December 2,4:06PM,1,boxscore,27,21,302,1,379,4,-10.1%,-0.0
ATL,STL,13,Sun,December 2,1:00PM,0,boxscore,16,28,409,2,435,3,-22.3%,3.0
BAL,NE,13,Mon,December 3,8:41PM,1,boxscore,24,27,326,1,376,2,-15.1%,18.5
BUF,WAS,13,Sun,December 2,1:02PM,0,boxscore,17,16,357,1,281,2,-5.1%,6.5
CAR,SF,13,Sun,December 2,1:03PM,1,boxscore,31,14,323,2,195,6,-32.2%,-3.0
CHI,NYG,13,Sun,December 2,4:15PM,1,boxscore,16,21,356,4,312,0,-10.7%,1.0
CIN,PIT,13,Sun,December 2,8:24PM,0,boxscore,10,24,285,4,249,1,3.4%,7.0
CLE,ARI,13,Sun,December 2,4:06PM,0,boxscore,21,27,302,1,379,4,9.1%,0.0
DAL,GB,13,Thu,November 29,8:16PM,1,boxscore,37,27,414,1,357,2,38.6%,-6.5
DEN,OAK,13,Sun,December 2,4:05PM,0,boxscore,20,34,372,1,292,4,-4.5%,-3.0
DET,MIN,13,Sun,December 2,1:05PM,0,boxscore,10,42,443,1,253,1,-11.9%,4.5
GB,DAL,13,Thu,November 29,8:16PM,0,boxscore,27,37,414,1,357,2,30.2%,6.5
HOU,TEN,13,Sun,December 2,1:02PM,0,boxscore,20,28,382,1,315,2,-12.3%,3.5
IND,JAC,13,Sun,December 2,1:02PM,1,boxscore,28,25,342,1,411,2,30.6%,-7.0
JAC,IND,13,Sun,December 2,1:02PM,0,boxscore,25,28,342,1,411,2,15.3%,7.0
KC,SD,13,Sun,December 2,1:00PM,1,boxscore,10,24,330,1,268,4,-11.9%,6.0
MIA,NYJ,13,Sun,December 2,1:03PM,1,boxscore,13,40,372,2,187,5,-15.3%,-1.0
MIN,DET,13,Sun,December 2,1:05PM,1,boxscore,42,10,443,1,253,1,10.3%,-4.5
NE,BAL,13,Mon,December 3,8:41PM,0,boxscore,27,24,326,1,376,2,71.1%,-18.5
NO,TB,13,Sun,December 2,4:15PM,1,boxscore,23,27,466,1,246,1,-7.3%,-3.0
NYG,CHI,13,Sun,December 2,4:15PM,0,boxscore,21,16,356,4,312,0,8.2%,-1.0
NYJ,MIA,13,Sun,December 2,1:03PM,0,boxscore,40,13,372,2,187,5,-19.9%,1.0
OAK,DEN,13,Sun,December 2,4:05PM,1,boxscore,34,20,372,1,292,4,-29.0%,3.0
PHI,SEA,13,Sun,December 2,1:02PM,1,boxscore,24,28,311,2,363,4,5.2%,-3.0
PIT,CIN,13,Sun,December 2,8:24PM,1,boxscore,24,10,285,4,249,1,22.5%,-7.0
SD,KC,13,Sun,December 2,1:00PM,0,boxscore,24,10,330,1,268,4,17.6%,-6.0
SEA,PHI,13,Sun,December 2,1:02PM,0,boxscore,28,24,311,2,363,4,12.1%,3.0
SF,CAR,13,Sun,December 2,1:03PM,0,boxscore,14,31,323,2,195,6,-42.2%,3.0
STL,ATL,13,Sun,December 2,1:00PM,1,boxscore,28,16,409,2,435,3,-34.5%,-3.0
TB,NO,13,Sun,December 2,4:15PM,0,boxscore,27,23,466,1,246,1,18.3%,3.0
TEN,HOU,13,Sun,December 2,1:02PM,1,boxscore,28,20,382,1,315,2,-9.1%,-3.5
WAS,BUF,13,Sun,December 2,1:02PM,1,boxscore,16,17,357,1,281,2,6.3%,-6.5
