Game,EGO,Spread,Spread Target,Pick
GB @ DAL,-4.05,6.5,"[8.0, 5.5]",GB
ATL @ STL,0.47,3.0,"[3.0, 1.0]",ATL
SD @ KC,4.39,-6.0,"[-6.0, -8.0]",KC
BUF @ WAS,-4.7,6.5,"[8.5, 6.0]",BUF
HOU @ TEN,-2.92,3.5,"[6.5, 4.5]",
JAC @ IND,-5.54,7.0,"[9.0, 7.0]",JAC
SEA @ PHI,-0.7,3.0,"[4.5, 2.0]",SEA
NYJ @ MIA,-3.23,1.0,"[1.5, -0.5]",MIA
SF @ CAR,-4.4,3.0,"[3.0, 0.5]",CAR
DET @ MIN,-7.01,4.5,"[5.5, 3.5]",MIN
DEN @ OAK,3.25,-3.0,"[0.5, -2.0]",
CLE @ ARI,2.05,0.0,"[1.5, -0.5]",CLE
NYG @ CHI,1.98,-1.0,"[1.5, -0.5]",
TB @ NO,3.5,3.0,"[0.0, -2.0]",
CIN @ PIT,-6.34,7.0,"[10.0, 8.0]",
NE @ BAL,15.17,-18.5,"[-16.5, -19.0]",BAL
