Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2017,ARI,HOU,11,Sun,1:00PM,0,-18.0%,2.5,-10,-7.5
2017,ATL,SEA,11,Mon,8:30PM,0,1.4%,-1.0,3,2.0
2017,BAL,GB,11,Sun,1:00PM,0,5.8%,-2.5,23,20.5
2017,BUF,LACH,11,Sun,4:05PM,0,-8.3%,7.0,-30,-23.0
2017,CHI,DET,11,Sun,1:00PM,1,-16.8%,3.0,-3,0.0
2017,CIN,DEN,11,Sun,4:25PM,0,-7.6%,2.5,3,5.5
2017,CLE,JAC,11,Sun,1:00PM,1,-30.6%,7.5,-12,-4.5
2017,DAL,PHI,11,Sun,8:30PM,1,11.4%,6.0,-28,-22.0
2017,DEN,CIN,11,Sun,4:25PM,1,-20.7%,-2.5,-3,-5.5
2017,DET,CHI,11,Sun,1:00PM,0,10.8%,-3.0,3,0.0
2017,GB,BAL,11,Sun,1:00PM,1,10.5%,2.5,-23,-20.5
2017,HOU,ARI,11,Sun,1:00PM,1,2.4%,-2.5,10,7.5
2017,JAC,CLE,11,Sun,1:00PM,0,19.4%,-7.5,12,4.5
2017,KC,NYG,11,Sun,1:00PM,0,10.6%,-10.0,-3,-13.0
2017,LACH,BUF,11,Sun,4:05PM,1,-3.2%,-7.0,30,23.0
2017,LARM,MIN,11,Sun,1:00PM,0,38.4%,1.0,-17,-16.0
2017,MIA,TB,11,Sun,1:00PM,1,-35.9%,1.0,-10,-9.0
2017,MIN,LARM,11,Sun,1:00PM,1,24.1%,-1.0,17,16.0
2017,NE,OAK,11,Sun,4:25PM,0,17.7%,-7.0,25,18.0
2017,NO,WAS,11,Sun,1:00PM,1,35.5%,-9.5,3,-6.5
2017,NYG,KC,11,Sun,1:00PM,1,-26.5%,10.0,3,13.0
2017,OAK,NE,11,Sun,4:25PM,1,-7.9%,7.0,-25,-18.0
2017,PHI,DAL,11,Sun,8:30PM,0,30.3%,-6.0,28,22.0
2017,PIT,TEN,11,Thu,8:25PM,1,25.3%,-7.0,23,16.0
2017,SEA,ATL,11,Mon,8:30PM,1,12.5%,1.0,-3,-2.0
2017,TB,MIA,11,Sun,1:00PM,0,-18.7%,-1.0,10,9.0
2017,TEN,PIT,11,Thu,8:25PM,0,-7.8%,7.0,-23,-16.0
2017,WAS,NO,11,Sun,1:00PM,0,4.9%,9.5,-3,6.5
