Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,PHI,13,Sun,December 1,1:02PM,0,boxscore,21,24,307,0,350,3,8.8%,3.5
ATL,BUF,13,Sun,December 1,4:05PM,0,boxscore,34,31,423,1,405,2,-11.2%,4.5
BAL,PIT,13,Thu,November 28,8:31PM,1,boxscore,22,20,311,0,329,0,-6.9%,-3.0
BUF,ATL,13,Sun,December 1,4:05PM,1,boxscore,31,34,423,1,405,2,-4.8%,-4.5
CAR,TB,13,Sun,December 1,1:04PM,1,boxscore,27,6,426,2,206,2,27.0%,-6.5
CHI,MIN,13,Sun,December 1,1:05PM,0,boxscore,20,23,496,1,480,1,11.9%,1.0
CIN,SD,13,Sun,December 1,4:25PM,0,boxscore,17,10,354,2,334,3,14.9%,-1.5
CLE,JAC,13,Sun,December 1,1:02PM,1,boxscore,28,32,314,1,439,3,-21.3%,-7.5
DAL,OAK,13,Thu,November 28,4:31PM,1,boxscore,31,24,352,1,305,2,3.4%,-8.0
DEN,KC,13,Sun,December 1,4:26PM,0,boxscore,35,28,535,2,452,1,29.9%,-6.0
DET,GB,13,Thu,November 28,12:36PM,1,boxscore,40,10,561,4,126,3,-1.3%,-6.0
GB,DET,13,Thu,November 28,12:36PM,0,boxscore,10,40,561,4,126,3,1.3%,6.0
HOU,NE,13,Sun,December 1,1:02PM,1,boxscore,31,34,453,1,385,1,-29.2%,6.5
IND,TEN,13,Sun,December 1,1:02PM,1,boxscore,22,14,264,1,347,4,-3.2%,-3.5
JAC,CLE,13,Sun,December 1,1:02PM,0,boxscore,32,28,314,1,439,3,-47.2%,7.5
KC,DEN,13,Sun,December 1,4:26PM,1,boxscore,28,35,535,2,452,1,7.1%,6.0
MIA,NYJ,13,Sun,December 1,1:02PM,0,boxscore,23,3,453,1,177,3,-3.3%,2.0
MIN,CHI,13,Sun,December 1,1:05PM,1,boxscore,23,20,496,1,480,1,-13.1%,-1.0
NE,HOU,13,Sun,December 1,1:02PM,0,boxscore,34,31,453,1,385,1,21.8%,-6.5
NO,SEA,13,Mon,December 2,8:41PM,0,boxscore,7,34,429,0,188,1,23.3%,5.0
NYG,WAS,13,Sun,December 1,8:31PM,0,boxscore,24,17,286,1,323,1,-8.8%,1.0
NYJ,MIA,13,Sun,December 1,1:02PM,1,boxscore,3,23,453,1,177,3,-11.6%,-2.0
OAK,DAL,13,Thu,November 28,4:31PM,0,boxscore,24,31,352,1,305,2,-30.5%,8.0
PHI,ARI,13,Sun,December 1,1:02PM,1,boxscore,24,21,307,0,350,3,12.7%,-3.5
PIT,BAL,13,Thu,November 28,8:31PM,0,boxscore,20,22,311,0,329,0,3.4%,3.0
SD,CIN,13,Sun,December 1,4:25PM,1,boxscore,10,17,354,2,334,3,-1.7%,1.5
SEA,NO,13,Mon,December 2,8:41PM,1,boxscore,34,7,429,0,188,1,37.6%,-5.0
SF,STL,13,Sun,December 1,4:05PM,1,boxscore,23,13,338,1,312,1,18.4%,-7.5
STL,SF,13,Sun,December 1,4:05PM,0,boxscore,13,23,338,1,312,1,6.5%,7.5
TB,CAR,13,Sun,December 1,1:04PM,0,boxscore,6,27,426,2,206,2,2.0%,6.5
TEN,IND,13,Sun,December 1,1:02PM,0,boxscore,14,22,264,1,347,4,-8.0%,3.5
WAS,NYG,13,Sun,December 1,8:31PM,1,boxscore,17,24,286,1,323,1,-24.0%,-1.0
