Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,STL,10,Sun,November 9,4:25PM,1,boxscore,31,14,335,1,244,3,1.3%,-7.0
ATL,TB,10,Sun,November 9,1:04PM,0,boxscore,27,17,322,0,373,3,-5.1%,-3.0
BAL,TEN,10,Sun,November 9,1:03PM,1,boxscore,21,7,312,0,210,2,24.2%,-10.5
BUF,KC,10,Sun,November 9,1:02PM,1,boxscore,13,17,278,1,364,3,3.9%,-1.5
CAR,PHI,10,Mon,November 10,8:32PM,0,boxscore,21,45,365,0,317,5,-12.5%,7.0
CHI,GB,10,Sun,November 9,8:30PM,0,boxscore,14,55,451,1,311,3,-7.7%,9.5
CIN,CLE,10,Thu,November 6,8:29PM,1,boxscore,3,24,368,1,165,4,4.4%,-6.5
CLE,CIN,10,Thu,November 6,8:29PM,0,boxscore,24,3,368,1,165,4,-5.1%,6.5
DAL,JAC,10,Sun,November 9,1:06PM,0,boxscore,31,17,399,1,333,3,4.7%,-7.5
DEN,OAK,10,Sun,November 9,4:05PM,0,boxscore,41,17,471,2,222,3,36.4%,-12.5
DET,MIA,10,Sun,November 9,1:02PM,1,boxscore,20,16,351,1,228,2,4.8%,-3.0
GB,CHI,10,Sun,November 9,8:30PM,1,boxscore,55,14,451,1,311,3,17.3%,-9.5
JAC,DAL,10,Sun,November 9,1:06PM,1,boxscore,17,31,399,1,333,3,-23.0%,7.5
KC,BUF,10,Sun,November 9,1:02PM,0,boxscore,17,13,278,1,364,3,15.3%,1.5
MIA,DET,10,Sun,November 9,1:02PM,0,boxscore,16,20,351,1,228,2,19.6%,3.0
NO,SF,10,Sun,November 9,1:03PM,1,boxscore,24,27,330,1,423,3,10.2%,-5.5
NYG,SEA,10,Sun,November 9,4:26PM,0,boxscore,17,38,510,3,324,2,-7.9%,9.5
NYJ,PIT,10,Sun,November 9,1:02PM,1,boxscore,20,13,275,0,362,4,-17.8%,4.5
OAK,DEN,10,Sun,November 9,4:05PM,1,boxscore,17,41,471,2,222,3,-20.3%,12.5
PHI,CAR,10,Mon,November 10,8:32PM,1,boxscore,45,21,365,0,317,5,15.3%,-7.0
PIT,NYJ,10,Sun,November 9,1:02PM,0,boxscore,13,20,275,0,362,4,13.9%,-4.5
SEA,NYG,10,Sun,November 9,4:26PM,1,boxscore,38,17,510,3,324,2,15.1%,-9.5
SF,NO,10,Sun,November 9,1:03PM,0,boxscore,27,24,330,1,423,3,-7.2%,5.5
STL,ARI,10,Sun,November 9,4:25PM,0,boxscore,14,31,335,1,244,3,-19.4%,7.0
TB,ATL,10,Sun,November 9,1:04PM,1,boxscore,17,27,322,0,373,3,-35.9%,3.0
TEN,BAL,10,Sun,November 9,1:03PM,0,boxscore,7,21,312,0,210,2,-14.9%,10.5
