Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2014,ARI,STL,10,Sun,4:25PM,1,1.3%,-7.0,17,10.0
2014,ATL,TB,10,Sun,1:04PM,0,-5.1%,-3.0,10,7.0
2014,BAL,TEN,10,Sun,1:03PM,1,24.2%,-10.5,14,3.5
2014,BUF,KC,10,Sun,1:02PM,1,3.9%,-1.5,-4,-5.5
2014,CAR,PHI,10,Mon,8:32PM,0,-12.5%,7.0,-24,-17.0
2014,CHI,GB,10,Sun,8:30PM,0,-7.7%,9.5,-41,-31.5
2014,CIN,CLE,10,Thu,8:29PM,1,4.4%,-6.5,-21,-27.5
2014,CLE,CIN,10,Thu,8:29PM,0,-5.1%,6.5,21,27.5
2014,DAL,JAC,10,Sun,1:06PM,0,4.7%,-7.5,14,6.5
2014,DEN,OAK,10,Sun,4:05PM,0,36.4%,-12.5,24,11.5
2014,DET,MIA,10,Sun,1:02PM,1,4.8%,-3.0,4,1.0
2014,GB,CHI,10,Sun,8:30PM,1,17.3%,-9.5,41,31.5
2014,JAC,DAL,10,Sun,1:06PM,1,-23.0%,7.5,-14,-6.5
2014,KC,BUF,10,Sun,1:02PM,0,15.3%,1.5,4,5.5
2014,MIA,DET,10,Sun,1:02PM,0,19.6%,3.0,-4,-1.0
2014,NO,SF,10,Sun,1:03PM,1,10.2%,-5.5,-3,-8.5
2014,NYG,SEA,10,Sun,4:26PM,0,-7.9%,9.5,-21,-11.5
2014,NYJ,PIT,10,Sun,1:02PM,1,-17.8%,4.5,7,11.5
2014,OAK,DEN,10,Sun,4:05PM,1,-20.3%,12.5,-24,-11.5
2014,PHI,CAR,10,Mon,8:32PM,1,15.3%,-7.0,24,17.0
2014,PIT,NYJ,10,Sun,1:02PM,0,13.9%,-4.5,-7,-11.5
2014,SEA,NYG,10,Sun,4:26PM,1,15.1%,-9.5,21,11.5
2014,SF,NO,10,Sun,1:03PM,0,-7.2%,5.5,3,8.5
2014,STL,ARI,10,Sun,4:25PM,0,-19.4%,7.0,-17,-10.0
2014,TB,ATL,10,Sun,1:04PM,1,-35.9%,3.0,-10,-7.0
2014,TEN,BAL,10,Sun,1:03PM,0,-14.9%,10.5,-14,-3.5
