Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,BAL,8,Sun,October 30,1:02PM,0,boxscore,27,30,405,2,207,1,-28.2%,11.5
BAL,ARI,8,Sun,October 30,1:02PM,1,boxscore,30,27,405,2,207,1,20.2%,-11.5
BUF,WAS,8,Sun,October 30,4:05PM,1,boxscore,23,0,390,2,178,2,18.1%,-4.0
CAR,MIN,8,Sun,October 30,1:03PM,1,boxscore,21,24,361,1,405,2,-7.9%,-3.0
CIN,SEA,8,Sun,October 30,4:16PM,0,boxscore,34,12,252,2,411,2,6.9%,-1.5
CLE,SF,8,Sun,October 30,4:15PM,0,boxscore,10,20,348,0,290,2,-9.9%,9.5
DAL,PHI,8,Sun,October 30,8:28PM,0,boxscore,7,34,495,0,267,1,12.9%,3.0
DEN,DET,8,Sun,October 30,4:10PM,1,boxscore,10,45,376,0,312,3,-13.2%,3.5
DET,DEN,8,Sun,October 30,4:10PM,0,boxscore,45,10,376,0,312,3,9.8%,-3.5
HOU,JAC,8,Sun,October 30,1:02PM,1,boxscore,24,14,358,2,174,2,19.1%,-10.0
IND,TEN,8,Sun,October 30,1:02PM,0,boxscore,10,27,311,0,399,2,-35.5%,7.5
JAC,HOU,8,Sun,October 30,1:02PM,0,boxscore,14,24,358,2,174,2,-18.4%,10.0
KC,SD,8,Mon,October 31,8:40PM,1,boxscore,23,20,341,4,447,4,-8.4%,3.0
MIA,NYG,8,Sun,October 30,1:02PM,0,boxscore,17,20,402,0,246,1,-15.8%,10.0
MIN,CAR,8,Sun,October 30,1:03PM,0,boxscore,24,21,361,1,405,2,-4.4%,3.0
NE,PIT,8,Sun,October 30,4:15PM,0,boxscore,17,25,427,1,213,0,23.3%,-3.0
NO,STL,8,Sun,October 30,1:00PM,0,boxscore,21,31,323,1,283,2,19.9%,-14.0
NYG,MIA,8,Sun,October 30,1:02PM,1,boxscore,20,17,402,0,246,1,13.7%,-10.0
PHI,DAL,8,Sun,October 30,8:28PM,1,boxscore,34,7,495,0,267,1,5.0%,-3.0
PIT,NE,8,Sun,October 30,4:15PM,1,boxscore,25,17,427,1,213,0,13.4%,3.0
SD,KC,8,Mon,October 31,8:40PM,0,boxscore,20,23,341,4,447,4,-3.2%,-3.0
SEA,CIN,8,Sun,October 30,4:16PM,1,boxscore,12,34,252,2,411,2,-19.9%,1.5
SF,CLE,8,Sun,October 30,4:15PM,1,boxscore,20,10,348,0,290,2,21.2%,-9.5
STL,NO,8,Sun,October 30,1:00PM,1,boxscore,31,21,323,1,283,2,-40.7%,14.0
TEN,IND,8,Sun,October 30,1:02PM,1,boxscore,27,10,311,0,399,2,-4.5%,-7.5
WAS,BUF,8,Sun,October 30,4:05PM,0,boxscore,0,23,390,2,178,2,-5.9%,4.0
