Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2011,ARI,BAL,8,Sun,1:02PM,0,-28.2%,11.5,-3,8.5
2011,BAL,ARI,8,Sun,1:02PM,1,20.2%,-11.5,3,-8.5
2011,BUF,WAS,8,Sun,4:05PM,1,18.1%,-4.0,23,19.0
2011,CAR,MIN,8,Sun,1:03PM,1,-7.9%,-3.0,-3,-6.0
2011,CIN,SEA,8,Sun,4:16PM,0,6.9%,-1.5,22,20.5
2011,CLE,SF,8,Sun,4:15PM,0,-9.9%,9.5,-10,-0.5
2011,DAL,PHI,8,Sun,8:28PM,0,12.9%,3.0,-27,-24.0
2011,DEN,DET,8,Sun,4:10PM,1,-13.2%,3.5,-35,-31.5
2011,DET,DEN,8,Sun,4:10PM,0,9.8%,-3.5,35,31.5
2011,HOU,JAC,8,Sun,1:02PM,1,19.1%,-10.0,10,0.0
2011,IND,TEN,8,Sun,1:02PM,0,-35.5%,7.5,-17,-9.5
2011,JAC,HOU,8,Sun,1:02PM,0,-18.4%,10.0,-10,0.0
2011,KC,SD,8,Mon,8:40PM,1,-8.4%,3.0,3,6.0
2011,MIA,NYG,8,Sun,1:02PM,0,-15.8%,10.0,-3,7.0
2011,MIN,CAR,8,Sun,1:03PM,0,-4.4%,3.0,3,6.0
2011,NE,PIT,8,Sun,4:15PM,0,23.3%,-3.0,-8,-11.0
2011,NO,STL,8,Sun,1:00PM,0,19.9%,-14.0,-10,-24.0
2011,NYG,MIA,8,Sun,1:02PM,1,13.7%,-10.0,3,-7.0
2011,PHI,DAL,8,Sun,8:28PM,1,5.0%,-3.0,27,24.0
2011,PIT,NE,8,Sun,4:15PM,1,13.4%,3.0,8,11.0
2011,SD,KC,8,Mon,8:40PM,0,-3.2%,-3.0,-3,-6.0
2011,SEA,CIN,8,Sun,4:16PM,1,-19.9%,1.5,-22,-20.5
2011,SF,CLE,8,Sun,4:15PM,1,21.2%,-9.5,10,0.5
2011,STL,NO,8,Sun,1:00PM,1,-40.7%,14.0,10,24.0
2011,TEN,IND,8,Sun,1:02PM,1,-4.5%,-7.5,17,9.5
2011,WAS,BUF,8,Sun,4:05PM,0,-5.9%,4.0,-23,-19.0
