Game,EGO,Spread,Spread Target,Pick
NO @ STL,11.72,-14.0,"[-13.0, -15.5]",STL
ARI @ BAL,-12.42,11.5,"[11.0, 8.5]",
IND @ TEN,-8.86,7.5,"[7.5, 5.0]",TEN
JAC @ HOU,-10.2,10.0,"[14.0, 11.5]",
MIA @ NYG,-8.54,10.0,"[12.0, 10.0]",MIA
MIN @ CAR,-1.45,3.0,"[5.0, 3.0]",MIN
WAS @ BUF,-7.38,4.0,"[6.0, 3.5]",BUF
DET @ DEN,2.9,-3.5,"[-4.5, -6.5]",
CLE @ SF,-8.88,9.5,"[12.5, 10.5]",
NE @ PIT,-0.04,-3.0,"[-1.5, -3.5]",PIT
CIN @ SEA,3.77,-1.5,"[-0.0, -2.5]",CIN
DAL @ PHI,-0.48,3.0,"[4.0, 2.0]",DAL
SD @ KC,-1.08,-3.0,"[-0.5, -2.5]",
