Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,SF,10,Sun,November 13,4:25PM,1,boxscore,23,20,443,4,281,1,1.4%,-13.5
ATL,PHI,10,Sun,November 13,1:00PM,0,boxscore,15,24,429,1,303,1,22.1%,2.0
BAL,CLE,10,Thu,November 10,8:25PM,1,boxscore,28,7,396,2,144,3,-5.0%,-7.5
CAR,KC,10,Sun,November 13,1:00PM,1,boxscore,17,20,256,1,341,2,-7.3%,-3.0
CHI,TB,10,Sun,November 13,1:00PM,0,boxscore,10,36,360,1,283,4,3.7%,-2.5
CIN,NYG,10,Mon,November 14,8:30PM,0,boxscore,20,21,351,2,264,1,-0.4%,-1.0
CLE,BAL,10,Thu,November 10,8:25PM,0,boxscore,7,28,396,2,144,3,-32.2%,7.5
DAL,PIT,10,Sun,November 13,4:25PM,0,boxscore,35,30,422,1,448,0,22.3%,3.0
DEN,NO,10,Sun,November 13,1:00PM,0,boxscore,25,23,337,2,373,4,15.2%,3.0
GB,TEN,10,Sun,November 13,1:00PM,0,boxscore,25,47,446,0,402,3,9.0%,-3.0
HOU,JAC,10,Sun,November 13,1:00PM,0,boxscore,24,21,273,0,327,2,-27.6%,3.0
JAC,HOU,10,Sun,November 13,1:00PM,1,boxscore,21,24,273,0,327,2,-13.7%,-3.0
KC,CAR,10,Sun,November 13,1:00PM,0,boxscore,20,17,256,1,341,2,5.4%,3.0
LARM,NYJ,10,Sun,November 13,1:00PM,0,boxscore,9,6,280,0,296,1,-7.9%,-1.0
MIA,SD,10,Sun,November 13,4:05PM,0,boxscore,31,24,337,1,379,4,6.9%,4.0
MIN,WAS,10,Sun,November 13,1:00PM,0,boxscore,20,26,388,1,331,1,8.5%,2.5
NE,SEA,10,Sun,November 13,8:30PM,1,boxscore,24,31,420,0,385,2,21.0%,-7.5
NO,DEN,10,Sun,November 13,1:00PM,1,boxscore,23,25,337,2,373,4,-1.4%,-3.0
NYG,CIN,10,Mon,November 14,8:30PM,1,boxscore,21,20,351,2,264,1,3.8%,1.0
NYJ,LARM,10,Sun,November 13,1:00PM,1,boxscore,6,9,280,0,296,1,-33.1%,1.0
PHI,ATL,10,Sun,November 13,1:00PM,1,boxscore,24,15,429,1,303,1,27.8%,-2.0
PIT,DAL,10,Sun,November 13,4:25PM,1,boxscore,30,35,422,1,448,0,0.2%,-3.0
SD,MIA,10,Sun,November 13,4:05PM,1,boxscore,24,31,337,1,379,4,4.4%,-4.0
SEA,NE,10,Sun,November 13,8:30PM,0,boxscore,31,24,420,0,385,2,19.8%,7.5
SF,ARI,10,Sun,November 13,4:25PM,0,boxscore,20,23,443,4,281,1,-24.6%,13.5
TB,CHI,10,Sun,November 13,1:00PM,1,boxscore,36,10,360,1,283,4,-12.9%,2.5
TEN,GB,10,Sun,November 13,1:00PM,1,boxscore,47,25,446,0,402,3,-4.1%,3.0
WAS,MIN,10,Sun,November 13,1:00PM,1,boxscore,26,20,388,1,331,1,4.1%,-2.5
