Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,MIN,6,Sun,October 14,1:00PM,0,boxscore,17,27,411,2,268,2,-20.0%,10.0
ATL,TB,6,Sun,October 14,1:00PM,1,boxscore,34,29,417,0,510,2,-8.2%,-3.0
BAL,TEN,6,Sun,October 14,4:25PM,0,boxscore,21,0,361,1,106,0,11.5%,-2.5
BUF,HOU,6,Sun,October 14,1:00PM,0,boxscore,13,20,216,3,229,3,-34.5%,10.5
CAR,WAS,6,Sun,October 14,1:00PM,0,boxscore,17,23,288,0,350,3,1.7%,-1.0
CHI,MIA,6,Sun,October 14,1:00PM,0,boxscore,28,31,541,3,467,3,11.7%,-7.5
CIN,PIT,6,Sun,October 14,1:00PM,1,boxscore,21,28,481,0,275,0,1.4%,-1.5
CLE,LAC,6,Sun,October 14,1:00PM,1,boxscore,14,38,449,1,317,2,-9.3%,-1.0
DAL,JAX,6,Sun,October 14,4:25PM,1,boxscore,40,7,378,0,204,2,-4.5%,3.0
DEN,LAR,6,Sun,October 14,4:05PM,1,boxscore,20,23,444,1,357,1,-2.0%,7.0
GB,SF,6,Mon,October 15,8:15PM,1,boxscore,33,30,521,0,401,3,6.5%,-9.0
HOU,BUF,6,Sun,October 14,1:00PM,1,boxscore,20,13,216,3,229,3,1.7%,-10.5
IND,NYJ,6,Sun,October 14,1:00PM,0,boxscore,34,42,374,2,428,4,-2.2%,2.5
JAX,DAL,6,Sun,October 14,4:25PM,0,boxscore,7,40,378,0,204,2,6.6%,-3.0
KC,NE,6,Sun,October 14,8:20PM,0,boxscore,40,43,500,1,446,2,19.6%,3.5
LAC,CLE,6,Sun,October 14,1:00PM,0,boxscore,38,14,449,1,317,2,9.7%,1.0
LAR,DEN,6,Sun,October 14,4:05PM,0,boxscore,23,20,444,1,357,1,29.1%,-7.0
MIA,CHI,6,Sun,October 14,1:00PM,1,boxscore,31,28,541,3,467,3,7.0%,7.5
MIN,ARI,6,Sun,October 14,1:00PM,1,boxscore,27,17,411,2,268,2,-3.0%,-10.0
NE,KC,6,Sun,October 14,8:20PM,1,boxscore,43,40,500,1,446,2,12.4%,-3.5
NYG,PHI,6,Thu,October 11,8:20PM,1,boxscore,13,34,379,0,401,1,-9.1%,1.5
NYJ,IND,6,Sun,October 14,1:00PM,1,boxscore,42,34,374,2,428,4,-4.3%,-2.5
OAK,SEA,6,Sun,October 14,1:00PM,1,boxscore,3,27,369,1,185,2,-11.7%,3.0
PHI,NYG,6,Thu,October 11,8:20PM,0,boxscore,34,13,379,0,401,1,0.7%,-1.5
PIT,CIN,6,Sun,October 14,1:00PM,0,boxscore,28,21,481,0,275,0,11.9%,1.5
SEA,OAK,6,Sun,October 14,1:00PM,0,boxscore,27,3,369,1,185,2,2.6%,-3.0
SF,GB,6,Mon,October 15,8:15PM,0,boxscore,30,33,521,0,401,3,-20.2%,9.0
TB,ATL,6,Sun,October 14,1:00PM,0,boxscore,29,34,417,0,510,2,-13.6%,3.0
TEN,BAL,6,Sun,October 14,4:25PM,1,boxscore,0,21,361,1,106,0,-3.7%,2.5
WAS,CAR,6,Sun,October 14,1:00PM,1,boxscore,23,17,288,0,350,3,-4.1%,1.0
