Team,Opponent,Year,Week,Home Team,Spread,Team DVOA,DVOA Diff,DVOA EGO,DVOA EGO to Spread Diff,Line For Rating,Opp Line Against Rating,Opp Line Against Rating EGO Adj,Opp Line Against Rating Correlation,Line Against Rating,Opp Line For Rating,Opp Line For Rating EGO Adj,Opp Line For Rating Correlation,Rushing For Rating,Opp Rushing Against Rating,Opp Rushing Against Rating EGO Adj,Opp Rushing Against Rating Correlation,Rushing Against Rating,Opp Rushing For Rating,Opp Rushing For Rating EGO Adj,Opp Rushing For Rating Correlation,Passing For Rating,Opp Passing Against Rating,Opp Passing Against Rating EGO Adj,Opp Passing Against Rating Correlation,Passing Against Rating,Opp Passing For Rating,Opp Passing For Rating EGO Adj,Opp Passing For Rating Correlation,DVOA EGO Pick,DVOA Pick Right,Game Scoring Margin,Spread to Result Difference,Spread Result Class
MIN,DET,2019,14,1,-12.0,16.3,24.3,7.01,-4.99,57.0,55.0,2.1038893476465743,-0.33295006605248467,82.0,27.0,0.0,-0.06388213295672575,51.0,48.0,2.217637735849059,-0.1504156018690535,64.0,30.0,0.0,-0.32041542023180003,54.0,16.0,0.0,0.3845429432356634,37.0,76.0,4.79821968930782,-0.2945739857483702,-1,-1,13,1.0,1
NOR,SFO,2019,14,1,-1.0,23.3,-11.7,-0.21,-1.21,80.0,76.0,-4.486216043571815,0.24241573821134305,85.0,97.0,0.0,-0.007161947298285329,31.0,50.0,-2.3172062891921756,-0.225075347444544,84.0,59.0,0.0,-0.30317679139563625,64.0,100.0,0.0,0.40787911369957586,42.0,47.0,3.365588084232151,0.37958983756425496,-1,1,-2,-3.0,-1
NWE,KAN,2019,14,1,-3.0,36.9,10.099999999999998,4.21,1.21,80.0,88.0,-8.046390329125355,0.7109263394991258,82.0,60.0,2.342917155794062,0.30910367067086214,23.0,20.0,11.202914842869502,0.2783631753204653,77.0,22.0,10.318208310094809,0.8123057348538796,71.0,44.0,0.0,0.20860270238101145,83.0,89.0,-5.766240525733105,0.4292434385251265,1,-1,-7,-10.0,-1
NYG,PHI,2019,14,0,9.5,-22.9,-27.7,-7.68,1.8200000000000005,34.0,57.0,-4.524141198239013,0.6275557323813696,42.0,60.0,0.0,-0.04989554438171805,23.0,81.0,0.0,0.03929989987799276,53.0,39.0,0.0,0.4812664177014453,41.0,38.0,-3.5720325719120125,0.19313466654385078,28.0,43.0,-2.631331817184358,0.39981614269637356,1,1,-6,3.5,1
NYJ,MIA,2019,14,1,-5.0,-17.7,26.000000000000004,7.35,2.35,37.0,0.0,-12.04591613208923,-0.2712853649730347,9.0,0.0,-0.7206338152996812,0.10236594757149146,7.0,17.0,-6.160670293878161,-0.10991420561185022,100.0,0.0,0.0,-0.2670140873767376,19.0,30.0,1.2697141794859945,0.3503470539228717,38.0,36.0,-2.472848682896203,0.16043606971044383,1,-1,1,-4.0,-1
OAK,TEN,2019,14,1,3.0,-11.3,-10.9,-0.05,2.95,37.0,0.0,0.0,-0.05808222305464611,94.0,57.0,0.0,0.36743202441372164,41.0,68.0,-6.843995872360693,0.10812746117760946,66.0,43.0,0.0,-0.3631268533870753,49.0,27.0,0.0,0.023385488191074923,28.0,29.0,0.0,0.07143500962173643,1,-1,-21,-18.0,-1
PHI,NYG,2019,14,1,-9.5,4.8,27.7,7.68,-1.8200000000000005,60.0,42.0,-0.7873002232142827,0.24935280570035112,57.0,34.0,-2.6999490859286635,-0.2564870709019067,39.0,53.0,-4.268173617572105,-0.4322798972497967,81.0,23.0,-1.4559603423177045,0.13049705088051697,43.0,28.0,-3.8367166022086536,-0.2163730713220927,38.0,41.0,3.442673216132368,0.6498887298645544,-1,1,6,-3.5,-1
PIT,ARI,2019,14,0,-2.5,0.2,12.1,0.29,-2.21,90.0,21.0,0.0,0.09751455142362662,91.0,47.0,2.7703708504648286,0.26107901073423023,19.0,47.0,2.8072961414636493,0.29393857519463035,65.0,35.0,3.144671150809958,0.2416782701809911,26.0,0.0,0.0,-0.01594535101750154,54.0,38.0,2.3813828243519564,-0.14666084621420358,-1,-1,6,3.5,1
SEA,LAR,2019,14,0,1.0,21.1,17.5,1.4,2.4,24.0,91.0,-2.7207321344877755,0.4822022116246282,42.0,74.0,0.0,-0.04881684830418124,56.0,65.0,1.143424460431655,0.4938014353410427,70.0,22.0,2.0747607697226904,0.2564457400532202,59.0,49.0,0.0,0.09237461779001391,22.0,79.0,-0.5521001833077692,0.1851925702967796,1,-1,-16,-15.0,-1
SFO,NOR,2019,14,0,1.0,35.0,11.7,0.21,1.21,97.0,85.0,0.0,0.0938316753130693,76.0,80.0,8.631649217320593,-0.23079060559530054,59.0,84.0,-4.641768114372365,0.5358849496575975,50.0,31.0,6.632815579393785,0.18297206688509338,47.0,42.0,7.733222921263907,-0.3764267415409279,100.0,64.0,9.924207468490838,-0.2830876321270087,1,1,2,3.0,1
TAM,IND,2019,14,1,-3.0,-1.9,-1.0,1.97,-1.03,57.0,76.0,3.3845603368450505,-0.18644974396561872,27.0,54.0,1.7743511874585636,0.20954893401337482,23.0,68.0,0.4385202345616457,0.11243563512841884,99.0,53.0,0.0,0.31828769656389283,85.0,47.0,0.0,-0.16751280968849672,15.0,29.0,-6.865043040913042,-0.5242151381443171,-1,0,3,0.0,0
TEN,OAK,2019,14,0,-3.0,-0.4,10.9,0.05,-2.95,57.0,94.0,4.86402016713436,-0.24016828635123236,0.0,37.0,2.8731621285295192,0.30880353799670024,43.0,66.0,0.0,-0.08325378212837135,68.0,41.0,0.0,0.2017087582860999,29.0,28.0,0.0,0.34902571363090945,27.0,49.0,-1.2766475924461158,-0.4231366002403768,-1,-1,21,18.0,1
WAS,GNB,2019,14,0,13.0,-28.1,-33.9,-8.88,4.119999999999999,67.0,67.0,0.0,0.029166683273149807,27.0,40.0,-5.992109218436872,-0.29280005090260863,25.0,42.0,0.05185065258543631,0.7165531647893927,32.0,27.0,-5.59893236803519,-0.4751774021091787,0.0,31.0,0.0,0.054148601971569094,45.0,53.0,-4.321799397609869,-0.2665084733934166,1,1,-5,8.0,1
ARI,CLE,2019,15,1,3.0,-13.7,-12.2,-0.31,2.69,52.0,54.0,0.0,0.03581674120012901,12.0,65.0,-4.819384058978997,0.3473286370778533,33.0,35.0,0.0,-0.047945739792172704,45.0,43.0,-4.004444777525589,-0.21480663181115023,36.0,53.0,-4.030008508601661,-0.15875237790273497,0.0,42.0,-3.116090730070747,0.1930404487402728,1,1,14,17.0,1
ATL,SFO,2019,15,0,10.5,-14.4,-46.9,-11.36,-0.8599999999999994,19.0,72.0,-1.2523516857041237,0.15884963345965117,30.0,90.0,8.997693163526186,-0.49888181229541895,10.0,49.0,4.780710681244736,0.428761715743036,60.0,61.0,0.0,-0.0681776775857028,92.0,100.0,0.0,-0.23398750202285673,25.0,54.0,1.0821377818968223,0.35986560101334175,-1,-1,7,17.5,1
BAL,NYJ,2019,15,1,-17.0,42.8,61.9,14.16,-2.84,52.0,12.0,1.7061153390979862,-0.10848445838220436,81.0,39.0,5.789118687655236,0.14863500925757592,100.0,96.0,12.78167292500029,-0.2565838536975846,75.0,6.0,0.0,0.1062075063300567,32.0,36.0,0.0,0.0770097462451342,52.0,24.0,-5.426444416955295,-0.3963602081207714,-1,-1,21,4.0,1
BUF,PIT,2019,15,0,1.0,4.4,2.6000000000000005,-1.65,-0.6499999999999999,68.0,88.0,0.0,0.06292230715802985,51.0,100.0,0.0,0.09465035234442021,51.0,68.0,1.3560108392010823,0.17387202536822183,63.0,20.0,3.1483410088663164,0.10535642213908664,31.0,59.0,1.7993377422614096,0.10577646263440049,72.0,23.0,0.0,-0.04906707268166055,-1,-1,7,8.0,1
CAR,SEA,2019,15,1,6.0,-20.2,-37.9,-5.69,0.3099999999999996,97.0,33.0,0.0028094938850493634,0.2055412091243202,3.0,19.0,-3.3796425602659994,-0.10290831185840599,39.0,64.0,-0.14776448249919127,-0.1986938995094029,22.0,55.0,3.8681379445735073,-0.17764818111376662,42.0,16.0,5.032748130366547,0.5985681627871099,41.0,56.0,-0.3808925625794357,0.16013992805497929,1,0,-6,0.0,0
CHI,GNB,2019,15,0,4.0,0.3,-7.1000000000000005,-3.61,0.3900000000000001,42.0,61.0,1.4564718552555957,0.34739492603479916,48.0,48.0,0.0,0.048661058572062155,13.0,42.0,5.606956431821301,0.6226915622112298,74.0,30.0,0.0,-0.32423507310101835,30.0,34.0,0.0,-0.035511122443995444,45.0,49.0,1.6408528373828704,0.30197760102839133,1,-1,-8,-4.0,-1
CIN,NWE,2019,15,1,10.5,-25.7,-60.6,-10.6,-0.09999999999999963,13.0,79.0,-6.420158434377131,0.430576227762044,24.0,77.0,-6.204555407756059,0.420134434656823,14.0,78.0,-0.8087324872259725,-0.3445926122555919,0.0,22.0,-2.281338250078145,0.2353562097879682,45.0,85.0,-8.05175830517849,0.24913641146166374,36.0,67.0,-7.835872345036847,0.20551319152373354,-1,1,-21,-10.5,-1
CLE,ARI,2019,15,0,-3.0,-1.5,12.2,0.31,-2.69,65.0,12.0,5.465788101116173,0.20702539707717918,54.0,52.0,2.6452391718756925,0.2812089762973863,43.0,45.0,0.4460158497408777,-0.27630707344365935,35.0,33.0,2.093824757001295,-0.11705537182733451,42.0,0.0,14.313002326162096,0.4439582814461116,53.0,36.0,3.954725367584924,0.531844911940086,-1,1,-14,-17.0,-1
DAL,LAR,2019,15,1,1.0,14.5,6.5,3.49,4.49,55.0,97.0,-2.6178973675441597,0.18682779176481673,100.0,84.0,-2.129872452868539,0.210557867625046,42.0,64.0,0.7736480959487082,0.1296188101325784,58.0,24.0,1.3474451818098414,0.23449377485648273,100.0,51.0,-0.8718075888855719,0.34160354620202926,54.0,79.0,3.75855135461207,-0.13973497567645532,1,1,23,24.0,1
DEN,KAN,2019,15,0,10.0,-6.9,-33.3,-8.77,1.2300000000000004,45.0,91.0,-7.231239469192243,0.5151030962371046,42.0,65.0,0.0,0.5240401607020004,30.0,23.0,-8.140465493679539,-0.49074099420732836,51.0,19.0,0.0,-0.31290018159808086,24.0,47.0,0.091533472803345,0.38047754962347613,55.0,88.0,0.0,0.07714463709329664,1,-1,-20,-10.0,-1
DET,TAM,2019,15,1,5.5,-9.0,-9.2,0.31,5.81,26.0,30.0,0.005282325425992829,0.2520186424515136,45.0,55.0,0.0,0.18478365711808126,27.0,100.0,0.0,0.05944355938925439,47.0,20.0,0.0,0.3351431863442031,70.0,11.0,0.0,-0.08363732784138203,12.0,94.0,-0.873330061693772,-0.1277613540889155,1,-1,-21,-15.5,-1
GNB,CHI,2019,15,1,-4.0,7.4,7.1000000000000005,3.61,-0.3900000000000001,48.0,48.0,-0.419897823081957,-0.23138817547461282,61.0,42.0,2.7248763220743744,0.2646944657616266,30.0,74.0,-1.6690702553115546,0.1504102950218894,42.0,13.0,0.0,0.3184899675190121,49.0,45.0,0.8179374556955157,0.5807453236450323,34.0,30.0,-0.5986448048895152,-0.1231775068763876,-1,-1,8,4.0,1
HOU,TEN,2019,15,0,3.0,-4.0,-7.5,-3.69,-0.69,29.0,6.0,-2.1252199648056305,-0.11759503117348677,36.0,58.0,1.0937595017715807,0.10524229386580244,47.0,68.0,-0.7349344237000484,0.19062085422752012,58.0,46.0,-2.494856500199308,0.7011070078449713,58.0,24.0,0.0,-0.048603076686691185,20.0,39.0,-5.674065446478082,-0.771938055808328,-1,-1,3,6.0,1
IND,NOR,2019,15,0,8.0,-2.1,-27.0,-7.54,0.46,52.0,91.0,4.314774864752394,-0.3484519340936736,79.0,84.0,5.819502383443789,-0.481466389138263,49.0,77.0,-2.8029614561027874,0.2504608230589639,70.0,30.0,0.0,-0.07350058843936083,32.0,35.0,0.0,-0.3991015267062906,34.0,69.0,1.203658918713817,-0.32044378928600314,1,-1,-27,-19.0,-1
JAX,OAK,2019,15,0,7.0,-21.7,-8.399999999999999,-3.87,3.13,71.0,94.0,-15.465338319781363,0.38018204894667595,51.0,32.0,0.0,-0.008348934527041788,33.0,60.0,-4.141549839981267,0.1632102342192673,19.0,40.0,0.0,0.19414783496875124,54.0,18.0,-1.8650108121095628,0.15386426049256377,43.0,50.0,-4.0420686030514315,0.5507878655786196,1,1,4,11.0,1
KAN,DEN,2019,15,1,-10.0,26.4,33.3,8.77,-1.2300000000000004,65.0,42.0,-2.0777259728956805,-0.3836377705093079,91.0,45.0,0.0,0.032293089700089,19.0,51.0,0.0,-0.11236193355978019,23.0,30.0,0.0,0.08952356288641375,88.0,55.0,4.405542550669673,-0.2735509289739103,47.0,24.0,0.0,0.068036817183528,-1,-1,20,10.0,1
LAC,MIN,2019,15,1,1.0,-1.7,-17.8,-1.47,-0.47,32.0,85.0,-0.6283371222251954,0.19983234748370843,72.0,68.0,0.0,0.0220961201238494,22.0,68.0,-5.439035696781566,0.5994868684552783,60.0,51.0,0.0,0.19760783120927666,81.0,40.0,0.0,0.05899553347450613,68.0,53.0,2.755021505174389,-0.10447927998257653,-1,1,-29,-28.0,-1
LAR,DAL,2019,15,0,-1.0,8.0,-6.5,-3.49,-4.49,84.0,100.0,-9.946438582028044,0.4013428517372498,97.0,55.0,2.6004157474970206,0.2710153341199023,24.0,58.0,3.5436898485228827,0.30973702446356083,64.0,42.0,1.7494911878058268,0.5444554104951415,79.0,54.0,-1.3722695928648179,0.4254149037306863,51.0,100.0,9.145220549260056,-0.16002902458342316,-1,1,-23,-24.0,-1
MIA,NYG,2019,15,0,3.5,-42.2,-19.9,-6.15,-2.6500000000000004,0.0,42.0,0.367174207005041,0.44883503173992734,0.0,39.0,1.249812662038968,0.24874471491655076,0.0,52.0,-4.911358334335439,-0.2901517482641777,19.0,20.0,0.0,0.007297429367500635,38.0,23.0,17.96401465732464,0.846397476998882,26.0,39.0,-1.6629606150526044,0.5567664454523396,-1,1,-16,-12.5,-1
MIN,LAC,2019,15,0,-1.0,16.1,17.8,1.47,0.47,68.0,72.0,4.341521360685048,-0.2820824478688995,85.0,32.0,0.0,0.05412202056873413,51.0,60.0,3.4102859592495443,-0.12686755242180378,68.0,22.0,0.0,-0.176033268231635,53.0,68.0,0.0,0.3738286168333527,40.0,81.0,5.4033436312490775,-0.29407015307055623,1,1,29,28.0,1
NOR,IND,2019,15,1,-8.0,24.9,27.0,7.54,-0.46,84.0,79.0,-5.2326375176304705,0.28463486295456164,91.0,52.0,-1.213817624207728,0.13448334056074537,30.0,70.0,-0.1834122278441246,-0.23823760761818796,77.0,49.0,0.7701606425702883,-0.15847249926432694,69.0,34.0,-1.217618321567317,0.31589331824742084,35.0,32.0,3.78582145416899,0.30107216768055334,-1,-1,27,19.0,1
NWE,CIN,2019,15,0,-10.5,34.9,60.6,10.6,0.09999999999999963,77.0,24.0,11.043493601833848,0.7480047122522687,79.0,13.0,13.511828656965811,0.4057847276959877,22.0,0.0,7.314924536660239,0.11177716349723257,78.0,14.0,10.56356126196701,0.6825417772545127,67.0,36.0,5.5320538182302545,0.24727484424226293,85.0,45.0,3.8137102526150546,0.49807395989834913,1,1,21,10.5,1
NYG,MIA,2019,15,1,-3.5,-22.3,19.9,6.15,2.6500000000000004,39.0,0.0,6.507034229828848,0.591652059816986,42.0,0.0,0.0,-0.037646450697008754,20.0,19.0,0.0,0.024879996829436285,52.0,0.0,0.0,0.46974366434320186,39.0,26.0,-2.149590408834764,0.23292850580255045,23.0,38.0,-2.0752190472768444,0.33275234006025006,1,1,16,12.5,1
NYJ,BAL,2019,15,0,17.0,-19.1,-61.9,-14.16,2.84,39.0,81.0,-0.767159968582277,-0.22863027896777102,12.0,52.0,0.0,0.07267344423371672,6.0,75.0,0.0,-0.045412976065768995,96.0,100.0,0.0,-0.19719608920844997,24.0,52.0,-6.1154113215702655,0.3753294796301074,36.0,32.0,-2.290263406486587,0.15966240681603724,1,-1,-21,-4.0,-1
OAK,JAX,2019,15,1,-7.0,-13.3,8.399999999999999,3.87,-3.13,32.0,51.0,-6.895742322789196,-0.1667306964704635,94.0,71.0,-16.100543215306786,0.4934512612447175,40.0,19.0,-4.279571514849704,0.14940755316542773,60.0,33.0,0.0,-0.2253507615621388,50.0,43.0,0.0,0.07312384031906967,18.0,54.0,0.0,-0.0008057431599885062,-1,1,-4,-11.0,-1
PHI,WAS,2019,15,0,-7.0,3.1,31.1,4.25,-2.75,61.0,21.0,2.345204306033414,0.31667785789568265,54.0,74.0,2.6850243902439024,-0.23424838853266536,38.0,27.0,-10.628428350380808,-0.4084755856761347,83.0,25.0,-1.3922973984052662,0.11860976821070565,47.0,48.0,-0.29177447335811557,-0.24276994411941613,40.0,0.0,0.0,0.6799202000449901,-1,-1,10,3.0,1
PIT,BUF,2019,15,1,-1.0,1.8,-2.6000000000000005,1.65,0.6499999999999999,100.0,51.0,2.979924497436059,0.11684506718921998,88.0,68.0,1.6589721314524035,0.2532913498270777,20.0,63.0,1.725025567924698,0.24768872737168793,68.0,51.0,2.154145549605766,0.2653922321728738,23.0,72.0,0.0,-0.029712464335195865,59.0,31.0,0.0,-0.23104704067012416,1,-1,-7,-8.0,-1
SEA,CAR,2019,15,0,-6.0,17.7,37.9,5.69,-0.3099999999999996,19.0,3.0,11.255691040419105,0.6315070911073251,33.0,97.0,-2.0729233089185666,0.2072655823544429,55.0,22.0,6.348364646862088,0.30395999224414716,64.0,39.0,0.1100666186532222,0.12053532945222278,56.0,41.0,0.25514069200493394,0.14537349986531017,16.0,42.0,1.6441291955247737,0.2651551536146385,-1,0,6,0.0,0
SFO,ATL,2019,15,1,-10.5,32.5,46.9,11.36,0.8599999999999994,90.0,30.0,0.0,0.05520884241466297,72.0,19.0,3.8121777847211327,-0.13784862983556817,61.0,60.0,2.976449133137061,0.5152885461137661,49.0,10.0,8.287145283356178,0.14912498903701424,54.0,25.0,4.1923489193177765,-0.3440223281041442,100.0,92.0,13.32128006025501,-0.2567112392295452,1,-1,-7,-17.5,-1
TAM,DET,2019,15,0,-5.5,0.2,9.2,-0.31,-5.81,55.0,45.0,0.6457272768659958,-0.21708317292715335,30.0,26.0,3.0472557642025198,0.16667995938665933,20.0,47.0,0.0,0.04958364977314346,100.0,27.0,0.0,0.27258151983166856,94.0,12.0,-3.136453744493393,-0.2591993055245157,11.0,70.0,4.700131075019961,-0.45406950219567344,-1,-1,21,15.5,1
TEN,HOU,2019,15,1,-3.0,3.5,7.5,3.69,0.69,58.0,36.0,-3.38505966587112,-0.4511112476013619,6.0,29.0,7.939679750178575,0.46033474866590207,46.0,58.0,1.4149449350709626,-0.1865081524565273,68.0,47.0,0.0,0.1460766735299855,39.0,20.0,7.7504668387386335,0.4776760287284755,24.0,58.0,1.1035216923145938,-0.335772688879302,1,-1,-3,-6.0,-1
WAS,PHI,2019,15,1,7.0,-28.0,-31.1,-4.25,2.75,74.0,54.0,0.0,0.0780349123371228,21.0,61.0,-3.5271613588321094,-0.21959188528231324,25.0,83.0,-12.818139775773831,0.7409063088394098,27.0,38.0,-2.2858675210118964,-0.44736743727146044,0.0,40.0,-3.7550194346289727,0.11198853785125794,48.0,47.0,-4.380038652678078,-0.25868698922801403,1,-1,-10,-3.0,-1
