Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,MIN,12,Sun,November 26,1:05PM,0,boxscore,26,31,412,1,412,5,-36.1%,6.0
ATL,NO,12,Sun,November 26,1:05PM,1,boxscore,13,31,427,0,333,0,-9.5%,-3.0
BAL,PIT,12,Sun,November 26,1:02PM,1,boxscore,27,0,275,0,172,3,17.1%,-3.0
BUF,JAC,12,Sun,November 26,1:02PM,1,boxscore,27,24,241,1,323,1,-18.1%,3.0
CAR,WAS,12,Sun,November 26,1:03PM,0,boxscore,13,17,253,1,264,2,1.0%,-6.0
CHI,NE,12,Sun,November 26,4:15PM,0,boxscore,13,17,352,5,324,4,35.5%,3.5
CIN,CLE,12,Sun,November 26,1:04PM,0,boxscore,30,0,388,1,203,5,1.9%,-3.0
CLE,CIN,12,Sun,November 26,1:04PM,1,boxscore,0,30,388,1,203,5,-12.2%,3.0
DAL,TB,12,Thu,November 23,4:25PM,1,boxscore,38,10,435,0,211,2,20.9%,-11.0
DEN,KC,12,Thu,November 23,8:12PM,0,boxscore,10,19,382,1,244,1,12.8%,1.0
DET,MIA,12,Thu,November 23,12:30PM,1,boxscore,10,27,395,2,220,2,-18.9%,2.5
GB,SEA,12,Mon,November 27,8:41PM,0,boxscore,24,34,382,4,316,4,-1.2%,10.0
HOU,NYJ,12,Sun,November 26,1:02PM,0,boxscore,11,26,304,0,334,1,-14.9%,5.5
IND,PHI,12,Sun,November 26,8:21PM,1,boxscore,45,21,420,1,300,3,22.6%,-9.5
JAC,BUF,12,Sun,November 26,1:02PM,0,boxscore,24,27,241,1,323,1,16.6%,-3.0
KC,DEN,12,Thu,November 23,8:12PM,1,boxscore,19,10,382,1,244,1,10.0%,-1.0
MIA,DET,12,Thu,November 23,12:30PM,0,boxscore,27,10,395,2,220,2,-5.0%,-2.5
MIN,ARI,12,Sun,November 26,1:05PM,1,boxscore,31,26,412,1,412,5,-5.9%,-6.0
NE,CHI,12,Sun,November 26,4:15PM,1,boxscore,17,13,352,5,324,4,13.9%,-3.5
NO,ATL,12,Sun,November 26,1:05PM,0,boxscore,31,13,427,0,333,0,5.4%,3.0
NYG,TEN,12,Sun,November 26,4:15PM,0,boxscore,21,24,343,2,287,2,31.0%,-3.5
NYJ,HOU,12,Sun,November 26,1:02PM,1,boxscore,26,11,304,0,334,1,-13.8%,-5.5
OAK,SD,12,Sun,November 26,4:05PM,0,boxscore,14,21,260,1,245,2,-26.0%,13.0
PHI,IND,12,Sun,November 26,8:21PM,0,boxscore,21,45,420,1,300,3,35.3%,9.5
PIT,BAL,12,Sun,November 26,1:02PM,0,boxscore,0,27,275,0,172,3,9.1%,3.0
SD,OAK,12,Sun,November 26,4:05PM,1,boxscore,21,14,260,1,245,2,28.4%,-13.0
SEA,GB,12,Mon,November 27,8:41PM,1,boxscore,34,24,382,4,316,4,-8.8%,-10.0
SF,STL,12,Sun,November 26,1:02PM,0,boxscore,17,20,349,1,319,3,-32.2%,4.5
STL,SF,12,Sun,November 26,1:02PM,1,boxscore,20,17,349,1,319,3,0.1%,-4.5
TB,DAL,12,Thu,November 23,4:25PM,0,boxscore,10,38,435,0,211,2,-24.2%,11.0
TEN,NYG,12,Sun,November 26,4:15PM,1,boxscore,24,21,343,2,287,2,-26.6%,3.5
WAS,CAR,12,Sun,November 26,1:03PM,1,boxscore,17,13,253,1,264,2,-5.1%,6.0
