Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,SF,11,Sun,November 17,4:05PM,0,boxscore,26,36,442,2,266,2,-12.8%,10.0
ATL,CAR,11,Sun,November 17,1:00PM,0,boxscore,29,3,349,0,347,4,-19.4%,3.5
BAL,HOU,11,Sun,November 17,1:00PM,1,boxscore,41,7,491,0,232,2,23.8%,-4.0
BUF,MIA,11,Sun,November 17,1:00PM,0,boxscore,37,20,424,0,303,1,-10.3%,-7.0
CAR,ATL,11,Sun,November 17,1:00PM,1,boxscore,3,29,349,0,347,4,-0.2%,-3.5
CHI,LAR,11,Sun,November 17,8:20PM,0,boxscore,7,17,283,2,267,1,-1.3%,5.0
CIN,OAK,11,Sun,November 17,4:25PM,0,boxscore,10,17,386,2,246,2,-42.4%,13.0
CLE,PIT,11,Thu,November 14,8:20PM,1,boxscore,21,7,293,0,236,4,-11.5%,-3.0
DAL,DET,11,Sun,November 17,1:00PM,0,boxscore,35,27,509,1,312,0,27.3%,-7.5
DEN,MIN,11,Sun,November 17,1:00PM,0,boxscore,23,27,321,2,394,1,-4.2%,10.0
DET,DAL,11,Sun,November 17,1:00PM,1,boxscore,27,35,509,1,312,0,0.8%,7.5
HOU,BAL,11,Sun,November 17,1:00PM,0,boxscore,7,41,491,0,232,2,9.3%,4.0
IND,JAX,11,Sun,November 17,1:00PM,1,boxscore,33,13,389,2,308,1,2.5%,-2.5
JAX,IND,11,Sun,November 17,1:00PM,0,boxscore,13,33,389,2,308,1,3.1%,2.5
KC,LAC,11,Mon,November 18,8:15PM,0,boxscore,24,17,310,1,438,4,26.7%,-5.5
LAC,KC,11,Mon,November 18,8:15PM,1,boxscore,17,24,310,1,438,4,-0.9%,5.5
LAR,CHI,11,Sun,November 17,8:20PM,1,boxscore,17,7,283,2,267,1,1.8%,-5.0
MIA,BUF,11,Sun,November 17,1:00PM,1,boxscore,20,37,424,0,303,1,-48.9%,7.0
MIN,DEN,11,Sun,November 17,1:00PM,1,boxscore,27,23,321,2,394,1,22.7%,-10.0
NE,PHI,11,Sun,November 17,4:25PM,0,boxscore,17,10,298,0,255,1,34.9%,-4.5
NO,TB,11,Sun,November 17,1:00PM,0,boxscore,34,17,328,0,334,4,18.3%,-5.0
NYJ,WAS,11,Sun,November 17,1:00PM,0,boxscore,34,17,400,2,225,1,-31.1%,1.0
OAK,CIN,11,Sun,November 17,4:25PM,1,boxscore,17,10,386,2,246,2,6.2%,-13.0
PHI,NE,11,Sun,November 17,4:25PM,1,boxscore,10,17,298,0,255,1,8.3%,4.5
PIT,CLE,11,Thu,November 14,8:20PM,0,boxscore,7,21,293,0,236,4,-0.5%,3.0
SF,ARI,11,Sun,November 17,4:05PM,1,boxscore,36,26,442,2,266,2,30.5%,-10.0
TB,NO,11,Sun,November 17,1:00PM,1,boxscore,17,34,328,0,334,4,-6.6%,5.0
WAS,NYJ,11,Sun,November 17,1:00PM,1,boxscore,17,34,400,2,225,1,-31.3%,-1.0
