Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2020,ARI,NE,12,Sun,1:00PM,0,8.5%,-2.0,0,-2.0
2020,ATL,LV,12,Sun,1:00PM,1,-2.9%,3.0,0,3.0
2020,BAL,PIT,12,Tue,8:00PM,0,14.6%,5.0,0,5.0
2020,BUF,LAC,12,Sun,1:00PM,1,4.9%,-4.5,0,-4.5
2020,CAR,MIN,12,Sun,1:00PM,0,-1.3%,3.0,0,3.0
2020,CHI,GB,12,Sun,8:20PM,0,0.9%,9.5,0,9.5
2020,CIN,NYG,12,Sun,1:00PM,1,-21.9%,6.0,0,6.0
2020,CLE,JAX,12,Sun,1:00PM,0,-6.9%,-7.0,0,-7.0
2020,DAL,WAS,12,Thu,4:30PM,1,-18.5%,-2.5,-25,-27.5
2020,DEN,NO,12,Sun,4:05PM,1,-22.5%,14.5,0,14.5
2020,DET,HOU,12,Thu,12:30PM,1,-1.1%,3.0,-16,-13.0
2020,GB,CHI,12,Sun,8:20PM,1,9.5%,-9.5,0,-9.5
2020,HOU,DET,12,Thu,12:30PM,0,-7.2%,-3.0,16,13.0
2020,IND,TEN,12,Sun,1:00PM,1,18.1%,-3.0,0,-3.0
2020,JAX,CLE,12,Sun,1:00PM,1,-15.4%,7.0,0,7.0
2020,KC,TB,12,Sun,4:25PM,0,23.8%,-3.5,0,-3.5
2020,LAC,BUF,12,Sun,1:00PM,0,-8.0%,4.5,0,4.5
2020,LAR,SF,12,Sun,4:05PM,1,11.8%,-6.5,0,-6.5
2020,LV,ATL,12,Sun,1:00PM,0,0.8%,-3.0,0,-3.0
2020,MIA,NYJ,12,Sun,1:00PM,0,3.5%,-7.0,0,-7.0
2020,MIN,CAR,12,Sun,1:00PM,1,2.4%,-3.0,0,-3.0
2020,NE,ARI,12,Sun,1:00PM,1,-12.1%,2.0,0,2.0
2020,NO,DEN,12,Sun,4:05PM,0,30.1%,-14.5,0,-14.5
2020,NYG,CIN,12,Sun,1:00PM,0,-11.8%,-6.0,0,-6.0
2020,NYJ,MIA,12,Sun,1:00PM,1,-29.6%,7.0,0,7.0
2020,PHI,SEA,12,Mon,8:15PM,1,-11.3%,5.5,0,5.5
2020,PIT,BAL,12,Tue,8:00PM,1,20.4%,-5.0,0,-5.0
2020,SEA,PHI,12,Mon,8:15PM,0,13.5%,-5.5,0,-5.5
2020,SF,LAR,12,Sun,4:05PM,0,1.4%,6.5,0,6.5
2020,TB,KC,12,Sun,4:25PM,1,24.9%,3.5,0,3.5
2020,TEN,IND,12,Sun,1:00PM,0,3.7%,3.0,0,3.0
2020,WAS,DAL,12,Thu,4:30PM,0,-15.0%,2.5,25,27.5
