Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,MIN,7,Sun,October 21,1:05PM,0,boxscore,14,21,209,2,356,2,-9.2%,6.5
BAL,HOU,7,Sun,October 21,1:02PM,0,boxscore,13,43,420,0,176,2,14.7%,6.5
BUF,TEN,7,Sun,October 21,1:02PM,1,boxscore,34,35,390,0,382,2,-16.5%,-4.5
CAR,DAL,7,Sun,October 21,1:03PM,1,boxscore,14,19,312,1,328,2,-6.4%,2.5
CHI,DET,7,Mon,October 22,8:40PM,1,boxscore,13,7,296,0,340,4,28.9%,-6.5
CIN,PIT,7,Sun,October 21,8:30PM,1,boxscore,17,24,431,2,185,1,-10.7%,-1.0
CLE,IND,7,Sun,October 21,1:02PM,0,boxscore,13,17,321,1,319,0,-21.8%,1.0
DAL,CAR,7,Sun,October 21,1:03PM,0,boxscore,19,14,312,1,328,2,-3.3%,-2.5
DET,CHI,7,Mon,October 22,8:40PM,0,boxscore,7,13,296,0,340,4,-2.4%,6.5
GB,STL,7,Sun,October 21,1:00PM,0,boxscore,30,20,402,0,354,1,31.9%,-5.0
HOU,BAL,7,Sun,October 21,1:02PM,1,boxscore,43,13,420,0,176,2,15.2%,-6.5
IND,CLE,7,Sun,October 21,1:02PM,1,boxscore,17,13,321,1,319,0,-20.0%,-1.0
JAC,OAK,7,Sun,October 21,4:25PM,0,boxscore,23,26,351,3,209,1,-33.4%,6.0
MIN,ARI,7,Sun,October 21,1:05PM,1,boxscore,21,14,209,2,356,2,8.0%,-6.5
NE,NYJ,7,Sun,October 21,4:25PM,1,boxscore,29,26,381,1,403,2,27.5%,-10.5
NO,TB,7,Sun,October 21,1:02PM,0,boxscore,35,28,458,1,513,0,-6.3%,-1.5
NYG,WAS,7,Sun,October 21,1:03PM,1,boxscore,27,23,393,2,480,4,30.1%,-6.5
NYJ,NE,7,Sun,October 21,4:25PM,0,boxscore,26,29,381,1,403,2,-1.4%,10.5
OAK,JAC,7,Sun,October 21,4:25PM,1,boxscore,26,23,351,3,209,1,-16.4%,-6.0
PIT,CIN,7,Sun,October 21,8:30PM,0,boxscore,24,17,431,2,185,1,-1.9%,1.0
SEA,SF,7,Thu,October 18,8:29PM,0,boxscore,6,13,313,1,251,1,16.2%,7.5
SF,SEA,7,Thu,October 18,8:29PM,1,boxscore,13,6,313,1,251,1,25.4%,-7.5
STL,GB,7,Sun,October 21,1:00PM,1,boxscore,20,30,402,0,354,1,-7.5%,5.0
TB,NO,7,Sun,October 21,1:02PM,1,boxscore,28,35,458,1,513,0,-1.1%,1.5
TEN,BUF,7,Sun,October 21,1:02PM,0,boxscore,35,34,390,0,382,2,-32.7%,4.5
WAS,NYG,7,Sun,October 21,1:03PM,0,boxscore,23,27,393,2,480,4,-0.4%,6.5
