Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ATL,CAR,9,Sun,November 3,1:03PM,0,boxscore,10,34,373,2,289,4,-8.0%,8.0
BAL,CLE,9,Sun,November 3,4:25PM,0,boxscore,18,24,315,1,278,2,-8.4%,-1.0
BUF,KC,9,Sun,November 3,1:02PM,1,boxscore,13,23,210,0,470,3,-7.4%,4.5
CAR,ATL,9,Sun,November 3,1:03PM,1,boxscore,34,10,373,2,289,4,23.6%,-8.0
CHI,GB,9,Mon,November 4,8:40PM,0,boxscore,27,20,442,0,312,1,21.2%,9.5
CIN,MIA,9,Thu,October 31,8:29PM,0,boxscore,20,22,345,1,465,4,22.8%,-3.0
CLE,BAL,9,Sun,November 3,4:25PM,1,boxscore,24,18,315,1,278,2,-9.7%,1.0
DAL,MIN,9,Sun,November 3,1:03PM,1,boxscore,27,23,350,1,393,2,12.2%,-8.5
GB,CHI,9,Mon,November 4,8:40PM,1,boxscore,20,27,442,0,312,1,19.6%,-9.5
HOU,IND,9,Sun,November 3,8:30PM,1,boxscore,24,27,314,0,483,0,-24.4%,1.0
IND,HOU,9,Sun,November 3,8:30PM,0,boxscore,27,24,314,0,483,0,26.2%,-1.0
KC,BUF,9,Sun,November 3,1:02PM,0,boxscore,23,13,210,0,470,3,17.3%,-4.5
MIA,CIN,9,Thu,October 31,8:29PM,1,boxscore,22,20,345,1,465,4,-10.2%,3.0
MIN,DAL,9,Sun,November 3,1:03PM,0,boxscore,23,27,350,1,393,2,-13.9%,8.5
NE,PIT,9,Sun,November 3,4:25PM,1,boxscore,55,31,610,1,479,3,7.2%,-5.5
NO,NYJ,9,Sun,November 3,1:04PM,0,boxscore,20,26,338,0,407,2,20.3%,-5.5
NYJ,NO,9,Sun,November 3,1:04PM,1,boxscore,26,20,338,0,407,2,-11.3%,5.5
OAK,PHI,9,Sun,November 3,4:05PM,1,boxscore,20,49,542,0,560,2,-21.7%,-1.0
PHI,OAK,9,Sun,November 3,4:05PM,0,boxscore,49,20,542,0,560,2,-12.2%,1.0
PIT,NE,9,Sun,November 3,4:25PM,0,boxscore,31,55,610,1,479,3,-4.0%,5.5
SD,WAS,9,Sun,November 3,1:03PM,0,boxscore,24,30,500,1,410,2,1.2%,0.0
SEA,TB,9,Sun,November 3,4:05PM,1,boxscore,27,24,415,3,350,0,32.2%,-14.5
STL,TEN,9,Sun,November 3,1:00PM,1,boxscore,21,28,363,2,363,2,-14.4%,3.0
TB,SEA,9,Sun,November 3,4:05PM,0,boxscore,24,27,415,3,350,0,-17.7%,14.5
TEN,STL,9,Sun,November 3,1:00PM,0,boxscore,28,21,363,2,363,2,-10.0%,-3.0
WAS,SD,9,Sun,November 3,1:03PM,1,boxscore,30,24,500,1,410,2,-24.3%,-0.0
