Game,EGO,Spread,Spread Target,Pick
BAL @ ATL,-2.47,1.0,"[1.0, -1.0]",ATL
CAR @ TB,-9.19,7.0,"[7.5, 5.5]",TB
CIN @ IND,-6.58,7.0,"[10.5, 8.0]",
DET @ BUF,3.22,1.5,"[0.5, -1.5]",
MIN @ CHI,0.88,-1.0,"[3.0, 0.5]",
NYJ @ CLE,-2.25,-3.5,"[1.0, -1.5]",
TEN @ MIA,2.21,1.0,"[1.5, -0.5]",TEN
HOU @ JAC,1.32,0.0,"[2.5, 0.0]",HOU
KC @ DEN,7.84,-1.0,"[-4.0, -6.5]",
DAL @ NYG,-14.08,12.5,"[12.5, 10.5]",NYG
SEA @ ARI,-0.55,4.0,"[4.0, 2.0]",SEA
STL @ SF,-5.64,4.5,"[4.0, 2.0]",
NE @ PIT,-4.08,4.5,"[8.0, 5.5]",
PHI @ WAS,6.51,-3.5,"[-3.0, -5.0]",PHI
