Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2013,ARI,IND,12,Sun,4:05PM,1,6.0%,-3.0,29,26.0
2013,ATL,NO,12,Thu,8:30PM,1,-15.0%,7.0,-4,3.0
2013,BAL,NYJ,12,Sun,1:02PM,1,-8.0%,-3.5,16,12.5
2013,CAR,MIA,12,Sun,1:03PM,0,26.5%,-4.0,4,0.0
2013,CHI,STL,12,Sun,1:00PM,0,18.5%,1.5,-21,-19.5
2013,CLE,PIT,12,Sun,1:03PM,1,-13.9%,-2.0,-16,-18.0
2013,DAL,NYG,12,Sun,4:25PM,0,6.5%,2.5,3,5.5
2013,DEN,NE,12,Sun,8:30PM,0,35.4%,-2.5,-3,-5.5
2013,DET,TB,12,Sun,1:03PM,1,3.8%,-7.0,-3,-10.0
2013,GB,MIN,12,Sun,1:02PM,1,4.1%,-5.5,0,-5.5
2013,HOU,JAC,12,Sun,1:02PM,1,-24.9%,2.0,-7,-5.0
2013,IND,ARI,12,Sun,4:05PM,0,2.3%,3.0,-29,-26.0
2013,JAC,HOU,12,Sun,1:02PM,0,-54.5%,-2.0,7,5.0
2013,KC,SD,12,Sun,1:03PM,1,9.9%,-3.0,-3,-6.0
2013,MIA,CAR,12,Sun,1:03PM,1,-6.0%,4.0,-4,0.0
2013,MIN,GB,12,Sun,1:02PM,0,-13.9%,5.5,0,5.5
2013,NE,DEN,12,Sun,8:30PM,1,18.4%,2.5,3,5.5
2013,NO,ATL,12,Thu,8:30PM,0,26.2%,-7.0,4,-3.0
2013,NYG,DAL,12,Sun,4:25PM,1,-12.8%,-2.5,-3,-5.5
2013,NYJ,BAL,12,Sun,1:02PM,0,-12.4%,3.5,-16,-12.5
2013,OAK,TEN,12,Sun,4:05PM,1,-31.8%,2.0,-4,-2.0
2013,PIT,CLE,12,Sun,1:03PM,0,-1.8%,2.0,16,18.0
2013,SD,KC,12,Sun,1:03PM,0,-0.8%,3.0,3,6.0
2013,SF,WAS,12,Mon,8:40PM,0,14.5%,-5.0,21,16.0
2013,STL,CHI,12,Sun,1:00PM,1,-2.6%,-1.5,21,19.5
2013,TB,DET,12,Sun,1:03PM,0,-0.5%,7.0,3,10.0
2013,TEN,OAK,12,Sun,4:05PM,0,-8.4%,-2.0,4,2.0
2013,WAS,SF,12,Mon,8:40PM,1,-20.3%,5.0,-21,-16.0
