Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,IND,12,Sun,November 24,4:05PM,1,boxscore,40,11,410,0,239,1,6.0%,-3.0
ATL,NO,12,Thu,November 21,8:30PM,1,boxscore,13,17,374,0,355,1,-15.0%,7.0
BAL,NYJ,12,Sun,November 24,1:02PM,1,boxscore,19,3,312,1,220,3,-8.0%,-3.5
CAR,MIA,12,Sun,November 24,1:03PM,0,boxscore,20,16,295,1,332,1,26.5%,-4.0
CHI,STL,12,Sun,November 24,1:00PM,0,boxscore,21,42,406,0,424,3,18.5%,1.5
CLE,PIT,12,Sun,November 24,1:03PM,1,boxscore,11,27,302,0,367,4,-13.9%,-2.0
DAL,NYG,12,Sun,November 24,4:25PM,0,boxscore,24,21,311,1,356,1,6.5%,2.5
DEN,NE,12,Sun,November 24,8:30PM,0,boxscore,31,34,440,3,412,4,35.4%,-2.5
DET,TB,12,Sun,November 24,1:03PM,1,boxscore,21,24,229,0,390,5,3.8%,-7.0
GB,MIN,12,Sun,November 24,1:02PM,1,boxscore,26,26,447,1,494,0,4.1%,-5.5
HOU,JAC,12,Sun,November 24,1:02PM,1,boxscore,6,13,333,0,218,1,-24.9%,2.0
IND,ARI,12,Sun,November 24,4:05PM,0,boxscore,11,40,410,0,239,1,2.3%,3.0
JAC,HOU,12,Sun,November 24,1:02PM,0,boxscore,13,6,333,0,218,1,-54.5%,-2.0
KC,SD,12,Sun,November 24,1:03PM,1,boxscore,38,41,491,0,395,2,9.9%,-3.0
MIA,CAR,12,Sun,November 24,1:03PM,1,boxscore,16,20,295,1,332,1,-6.0%,4.0
MIN,GB,12,Sun,November 24,1:02PM,0,boxscore,26,26,447,1,494,0,-13.9%,5.5
NE,DEN,12,Sun,November 24,8:30PM,1,boxscore,34,31,440,3,412,4,18.4%,2.5
NO,ATL,12,Thu,November 21,8:30PM,0,boxscore,17,13,374,0,355,1,26.2%,-7.0
NYG,DAL,12,Sun,November 24,4:25PM,1,boxscore,21,24,311,1,356,1,-12.8%,-2.5
NYJ,BAL,12,Sun,November 24,1:02PM,0,boxscore,3,19,312,1,220,3,-12.4%,3.5
OAK,TEN,12,Sun,November 24,4:05PM,1,boxscore,19,23,426,0,353,2,-31.8%,2.0
PIT,CLE,12,Sun,November 24,1:03PM,0,boxscore,27,11,302,0,367,4,-1.8%,2.0
SD,KC,12,Sun,November 24,1:03PM,0,boxscore,41,38,491,0,395,2,-0.8%,3.0
SF,WAS,12,Mon,November 25,8:40PM,0,boxscore,27,6,304,1,190,1,14.5%,-5.0
STL,CHI,12,Sun,November 24,1:00PM,1,boxscore,42,21,406,0,424,3,-2.6%,-1.5
TB,DET,12,Sun,November 24,1:03PM,0,boxscore,24,21,229,0,390,5,-0.5%,7.0
TEN,OAK,12,Sun,November 24,4:05PM,0,boxscore,23,19,426,0,353,2,-8.4%,-2.0
WAS,SF,12,Mon,November 25,8:40PM,1,boxscore,6,27,304,1,190,1,-20.3%,5.0
