Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2009,ARI,NYG,7,Sun,8:30PM,0,0.7%,8.0,7,15.0
2009,ATL,DAL,7,Sun,4:15PM,0,10.3%,5.0,-16,-11.0
2009,BUF,CAR,7,Sun,4:05PM,0,-14.0%,7.0,11,18.0
2009,CAR,BUF,7,Sun,4:05PM,1,-25.1%,-7.0,-11,-18.0
2009,CHI,CIN,7,Sun,4:16PM,0,2.3%,-2.0,-35,-37.0
2009,CIN,CHI,7,Sun,4:16PM,1,-6.3%,2.0,35,37.0
2009,CLE,GB,7,Sun,1:02PM,1,-26.7%,9.0,-28,-19.0
2009,DAL,ATL,7,Sun,4:15PM,1,9.0%,-5.0,16,11.0
2009,GB,CLE,7,Sun,1:02PM,0,19.6%,-9.0,28,19.0
2009,HOU,SF,7,Sun,1:04PM,1,-5.0%,-3.0,3,0.0
2009,IND,STL,7,Sun,1:00PM,0,39.6%,-14.5,36,21.5
2009,KC,SD,7,Sun,1:00PM,1,-18.4%,5.5,-30,-24.5
2009,MIA,NO,7,Sun,4:15PM,1,-2.7%,6.5,-12,-5.5
2009,MIN,PIT,7,Sun,1:03PM,0,27.6%,6.0,-10,-4.0
2009,NE,TB,7,Sun,1:06PM,0,33.7%,-15.5,28,12.5
2009,NO,MIA,7,Sun,4:15PM,0,37.6%,-6.5,12,5.5
2009,NYG,ARI,7,Sun,8:30PM,1,30.1%,-8.0,-7,-15.0
2009,NYJ,OAK,7,Sun,4:05PM,0,-3.6%,-6.0,38,32.0
2009,OAK,NYJ,7,Sun,4:05PM,1,-40.9%,6.0,-38,-32.0
2009,PHI,WAS,7,Mon,8:41PM,0,33.6%,-9.0,10,1.0
2009,PIT,MIN,7,Sun,1:03PM,1,15.8%,-6.0,10,4.0
2009,SD,KC,7,Sun,1:00PM,0,2.8%,-5.5,30,24.5
2009,SF,HOU,7,Sun,1:04PM,0,-11.4%,3.0,-3,0.0
2009,STL,IND,7,Sun,1:00PM,1,-34.3%,14.5,-36,-21.5
2009,TB,NE,7,Sun,1:06PM,1,-35.8%,15.5,-28,-12.5
2009,WAS,PHI,7,Mon,8:41PM,1,-8.6%,9.0,-10,-1.0
