Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,MIN,11,Sun,November 20,1:00PM,0,boxscore,24,30,217,1,290,2,-1.2%,2.0
BAL,DAL,11,Sun,November 20,1:00PM,0,boxscore,17,27,417,0,368,0,1.9%,7.0
BUF,CIN,11,Sun,November 20,1:00PM,0,boxscore,16,12,342,1,300,2,8.3%,2.5
CAR,NO,11,Thu,November 17,8:25PM,1,boxscore,23,20,223,0,371,2,-5.6%,-3.5
CHI,NYG,11,Sun,November 20,1:00PM,0,boxscore,16,22,329,0,315,1,-7.0%,7.0
CIN,BUF,11,Sun,November 20,1:00PM,1,boxscore,12,16,342,1,300,2,2.4%,-2.5
CLE,PIT,11,Sun,November 20,1:00PM,1,boxscore,9,24,313,0,209,2,-36.4%,8.0
DAL,BAL,11,Sun,November 20,1:00PM,1,boxscore,27,17,417,0,368,0,21.9%,-7.0
DET,JAC,11,Sun,November 20,1:00PM,1,boxscore,26,19,277,2,285,3,-15.3%,-5.5
GB,WAS,11,Sun,November 20,8:30PM,0,boxscore,24,42,515,0,424,2,1.5%,3.0
HOU,OAK,11,Mon,November 21,8:30PM,0,boxscore,20,27,325,1,354,2,-27.5%,6.5
IND,TEN,11,Sun,November 20,1:00PM,1,boxscore,24,17,327,1,351,0,-15.2%,-3.0
JAC,DET,11,Sun,November 20,1:00PM,0,boxscore,19,26,277,2,285,3,-16.0%,5.5
KC,TB,11,Sun,November 20,1:00PM,1,boxscore,17,19,442,1,343,2,4.0%,-7.0
LARM,MIA,11,Sun,November 20,4:05PM,1,boxscore,10,14,240,1,227,1,-8.1%,-1.0
MIA,LARM,11,Sun,November 20,4:05PM,0,boxscore,14,10,240,1,227,1,13.8%,1.0
MIN,ARI,11,Sun,November 20,1:00PM,1,boxscore,30,24,217,1,290,2,3.3%,-2.0
NE,SF,11,Sun,November 20,4:25PM,0,boxscore,30,17,444,0,299,0,20.9%,-10.5
NO,CAR,11,Thu,November 17,8:25PM,0,boxscore,20,23,223,0,371,2,3.6%,3.5
NYG,CHI,11,Sun,November 20,1:00PM,1,boxscore,22,16,329,0,315,1,1.9%,-7.0
OAK,HOU,11,Mon,November 21,8:30PM,1,boxscore,27,20,325,1,354,2,9.3%,-6.5
PHI,SEA,11,Sun,November 20,4:25PM,0,boxscore,15,26,439,0,308,2,31.3%,6.5
PIT,CLE,11,Sun,November 20,1:00PM,0,boxscore,24,9,313,0,209,2,5.4%,-8.0
SEA,PHI,11,Sun,November 20,4:25PM,1,boxscore,26,15,439,0,308,2,24.2%,-6.5
SF,NE,11,Sun,November 20,4:25PM,1,boxscore,17,30,444,0,299,0,-18.0%,10.5
TB,KC,11,Sun,November 20,1:00PM,0,boxscore,19,17,442,1,343,2,-5.6%,7.0
TEN,IND,11,Sun,November 20,1:00PM,0,boxscore,17,24,327,1,351,0,0.4%,3.0
WAS,GB,11,Sun,November 20,8:30PM,1,boxscore,42,24,515,0,424,2,9.3%,-3.0
