Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,DAL,13,Sun,December 4,4:15PM,1,boxscore,19,13,327,0,336,0,-27.1%,4.5
ATL,HOU,13,Sun,December 4,1:03PM,0,boxscore,10,17,337,1,337,2,18.6%,-2.0
BAL,CLE,13,Sun,December 4,4:05PM,0,boxscore,24,10,448,1,233,1,21.1%,-7.0
BUF,TEN,13,Sun,December 4,1:02PM,1,boxscore,17,23,317,0,386,2,-9.4%,-1.0
CAR,TB,13,Sun,December 4,1:02PM,0,boxscore,38,19,385,0,285,1,-12.0%,-2.5
CHI,KC,13,Sun,December 4,1:03PM,1,boxscore,3,10,252,1,181,3,21.9%,-9.0
CIN,PIT,13,Sun,December 4,1:02PM,0,boxscore,7,35,295,0,232,2,7.1%,7.0
CLE,BAL,13,Sun,December 4,4:05PM,1,boxscore,10,24,448,1,233,1,-13.4%,7.0
DAL,ARI,13,Sun,December 4,4:15PM,0,boxscore,13,19,327,0,336,0,8.8%,-4.5
DEN,MIN,13,Sun,December 4,1:05PM,0,boxscore,35,32,336,2,489,3,-3.8%,1.5
DET,NO,13,Sun,December 4,8:31PM,0,boxscore,17,31,438,0,466,1,9.3%,9.0
GB,NYG,13,Sun,December 4,4:15PM,0,boxscore,38,35,449,1,447,2,25.8%,-7.0
HOU,ATL,13,Sun,December 4,1:03PM,1,boxscore,17,10,337,1,337,2,36.7%,2.0
IND,NE,13,Sun,December 4,1:02PM,0,boxscore,24,31,362,0,437,2,-44.6%,20.5
JAC,SD,13,Mon,December 5,8:41PM,1,boxscore,14,38,433,0,306,1,-9.1%,3.0
KC,CHI,13,Sun,December 4,1:03PM,0,boxscore,10,3,252,1,181,3,-23.7%,9.0
MIA,OAK,13,Sun,December 4,1:03PM,1,boxscore,34,14,362,0,304,1,-1.1%,-3.0
MIN,DEN,13,Sun,December 4,1:05PM,1,boxscore,32,35,336,2,489,3,-18.5%,-1.5
NE,IND,13,Sun,December 4,1:02PM,1,boxscore,31,24,362,0,437,2,25.2%,-20.5
NO,DET,13,Sun,December 4,8:31PM,1,boxscore,31,17,438,0,466,1,18.5%,-9.0
NYG,GB,13,Sun,December 4,4:15PM,1,boxscore,35,38,449,1,447,2,6.3%,7.0
NYJ,WAS,13,Sun,December 4,1:03PM,0,boxscore,34,19,266,1,304,3,22.6%,-3.0
OAK,MIA,13,Sun,December 4,1:03PM,0,boxscore,14,34,362,0,304,1,0.7%,3.0
PHI,SEA,13,Thu,December 1,8:29PM,0,boxscore,14,31,347,0,330,4,6.8%,-3.0
PIT,CIN,13,Sun,December 4,1:02PM,1,boxscore,35,7,295,0,232,2,23.6%,-7.0
SD,JAC,13,Mon,December 5,8:41PM,0,boxscore,38,14,433,0,306,1,-12.0%,-3.0
SEA,PHI,13,Thu,December 1,8:29PM,1,boxscore,31,14,347,0,330,4,-13.0%,3.0
SF,STL,13,Sun,December 4,4:15PM,1,boxscore,26,0,389,0,157,2,19.6%,-14.5
STL,SF,13,Sun,December 4,4:15PM,0,boxscore,0,26,389,0,157,2,-34.7%,14.5
TB,CAR,13,Sun,December 4,1:02PM,1,boxscore,19,38,385,0,285,1,-9.3%,2.5
TEN,BUF,13,Sun,December 4,1:02PM,0,boxscore,23,17,317,0,386,2,6.2%,1.0
WAS,NYJ,13,Sun,December 4,1:03PM,1,boxscore,19,34,266,1,304,3,-16.1%,3.0
