Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,SEA,14,Sun,December 9,4:06PM,0,boxscore,21,42,349,0,355,5,-7.4%,7.5
ATL,NO,14,Mon,December 10,8:40PM,1,boxscore,14,34,473,1,323,1,-24.4%,4.5
BAL,IND,14,Sun,December 9,8:23PM,1,boxscore,20,44,334,0,243,5,-3.5%,9.0
BUF,MIA,14,Sun,December 9,1:02PM,1,boxscore,38,17,389,1,285,5,-1.2%,-7.0
CAR,JAC,14,Sun,December 9,1:03PM,0,boxscore,6,37,427,1,149,2,-28.9%,10.5
CHI,WAS,14,Thu,December 6,8:16PM,0,boxscore,16,24,345,1,356,2,-5.4%,3.0
CIN,STL,14,Sun,December 9,1:02PM,1,boxscore,19,10,370,2,241,2,5.1%,-10.0
CLE,NYJ,14,Sun,December 9,4:15PM,0,boxscore,24,18,337,1,387,2,12.6%,-3.5
DAL,DET,14,Sun,December 9,1:03PM,0,boxscore,28,27,368,1,390,0,43.7%,-10.5
DEN,KC,14,Sun,December 9,4:15PM,1,boxscore,41,7,453,0,129,3,-8.9%,-7.5
DET,DAL,14,Sun,December 9,1:03PM,1,boxscore,27,28,368,1,390,0,-18.7%,10.5
GB,OAK,14,Sun,December 9,1:02PM,1,boxscore,38,7,445,1,233,3,26.3%,-10.0
HOU,TB,14,Sun,December 9,1:01PM,1,boxscore,28,14,257,2,305,2,-15.9%,2.5
IND,BAL,14,Sun,December 9,8:23PM,0,boxscore,44,20,334,0,243,5,24.1%,-9.0
JAC,CAR,14,Sun,December 9,1:03PM,1,boxscore,37,6,427,1,149,2,17.2%,-10.5
KC,DEN,14,Sun,December 9,4:15PM,0,boxscore,7,41,453,0,129,3,-9.2%,7.5
MIA,BUF,14,Sun,December 9,1:02PM,0,boxscore,17,38,389,1,285,5,-27.4%,7.0
MIN,SF,14,Sun,December 9,4:05PM,0,boxscore,27,7,280,1,282,5,16.5%,-8.5
NE,PIT,14,Sun,December 9,4:15PM,1,boxscore,34,13,421,0,349,1,59.0%,-10.5
NO,ATL,14,Mon,December 10,8:40PM,0,boxscore,34,14,473,1,323,1,-4.0%,-4.5
NYG,PHI,14,Sun,December 9,1:02PM,0,boxscore,16,13,318,2,306,1,0.8%,3.0
NYJ,CLE,14,Sun,December 9,4:15PM,1,boxscore,18,24,337,1,387,2,-11.7%,3.5
OAK,GB,14,Sun,December 9,1:02PM,0,boxscore,7,38,445,1,233,3,-20.9%,10.0
PHI,NYG,14,Sun,December 9,1:02PM,1,boxscore,13,16,318,2,306,1,0.0%,-3.0
PIT,NE,14,Sun,December 9,4:15PM,0,boxscore,13,34,421,0,349,1,18.5%,10.5
SD,TEN,14,Sun,December 9,1:02PM,0,boxscore,23,17,341,3,240,2,18.5%,-1.0
SEA,ARI,14,Sun,December 9,4:06PM,1,boxscore,42,21,349,0,355,5,13.9%,-7.5
SF,MIN,14,Sun,December 9,4:05PM,1,boxscore,7,27,280,1,282,5,-45.9%,8.5
STL,CIN,14,Sun,December 9,1:02PM,0,boxscore,10,19,370,2,241,2,-30.8%,10.0
TB,HOU,14,Sun,December 9,1:01PM,0,boxscore,14,28,257,2,305,2,20.7%,-2.5
TEN,SD,14,Sun,December 9,1:02PM,1,boxscore,17,23,341,3,240,2,-6.6%,1.0
WAS,CHI,14,Thu,December 6,8:16PM,1,boxscore,24,16,345,1,356,2,0.3%,-3.0
