Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,TEN,14,Sun,December 10,4:05PM,1,boxscore,12,7,261,0,204,2,-5.9%,2.5
ATL,NO,14,Thu,December 7,8:25PM,1,boxscore,20,17,343,3,306,1,4.3%,-2.5
BAL,PIT,14,Sun,December 10,8:30PM,0,boxscore,38,39,545,0,413,1,24.1%,6.0
BUF,IND,14,Sun,December 10,1:00PM,1,boxscore,13,7,319,2,227,0,-16.9%,-3.5
CAR,MIN,14,Sun,December 10,1:00PM,1,boxscore,31,24,345,1,356,3,10.1%,2.5
CHI,CIN,14,Sun,December 10,1:00PM,0,boxscore,33,7,482,0,234,2,-20.5%,6.0
CIN,CHI,14,Sun,December 10,1:00PM,1,boxscore,7,33,482,0,234,2,0.6%,-6.0
CLE,GB,14,Sun,December 10,1:00PM,1,boxscore,21,27,341,0,345,2,-23.4%,2.5
DAL,NYG,14,Sun,December 10,1:00PM,0,boxscore,30,10,454,0,330,2,6.0%,-4.0
DEN,NYJ,14,Sun,December 10,4:05PM,1,boxscore,23,0,273,0,100,2,-33.8%,1.0
DET,TB,14,Sun,December 10,1:00PM,0,boxscore,24,21,434,3,400,5,-0.8%,0.0
GB,CLE,14,Sun,December 10,1:00PM,0,boxscore,27,21,341,0,345,2,2.0%,-2.5
HOU,SF,14,Sun,December 10,1:00PM,1,boxscore,16,26,416,1,311,1,-8.3%,-1.0
IND,BUF,14,Sun,December 10,1:00PM,0,boxscore,7,13,319,2,227,0,-20.2%,3.5
JAC,SEA,14,Sun,December 10,4:25PM,1,boxscore,30,24,424,1,401,3,11.2%,-3.0
KC,OAK,14,Sun,December 10,1:00PM,1,boxscore,26,15,408,1,268,3,1.2%,-4.5
LACH,WAS,14,Sun,December 10,4:05PM,1,boxscore,30,13,488,1,201,1,6.3%,-6.0
LARM,PHI,14,Sun,December 10,4:25PM,1,boxscore,35,43,455,1,307,2,33.7%,-1.0
MIA,NE,14,Mon,December 11,8:30PM,1,boxscore,27,20,362,0,248,2,-27.6%,10.5
MIN,CAR,14,Sun,December 10,1:00PM,0,boxscore,24,31,345,1,356,3,22.9%,-2.5
NE,MIA,14,Mon,December 11,8:30PM,0,boxscore,20,27,362,0,248,2,27.3%,-10.5
NO,ATL,14,Thu,December 7,8:25PM,0,boxscore,17,20,343,3,306,1,31.8%,2.5
NYG,DAL,14,Sun,December 10,1:00PM,1,boxscore,10,30,454,0,330,2,-25.1%,4.0
NYJ,DEN,14,Sun,December 10,4:05PM,0,boxscore,0,23,273,0,100,2,-12.6%,-1.0
OAK,KC,14,Sun,December 10,1:00PM,0,boxscore,15,26,408,1,268,3,-4.6%,4.5
PHI,LARM,14,Sun,December 10,4:25PM,0,boxscore,43,35,455,1,307,2,34.7%,1.0
PIT,BAL,14,Sun,December 10,8:30PM,1,boxscore,39,38,545,0,413,1,26.5%,-6.0
SEA,JAC,14,Sun,December 10,4:25PM,0,boxscore,24,30,424,1,401,3,13.6%,3.0
SF,HOU,14,Sun,December 10,1:00PM,0,boxscore,26,16,416,1,311,1,-23.0%,1.0
TB,DET,14,Sun,December 10,1:00PM,1,boxscore,21,24,434,3,400,5,-17.9%,-0.0
TEN,ARI,14,Sun,December 10,4:05PM,0,boxscore,7,12,261,0,204,2,-6.0%,-2.5
WAS,LACH,14,Sun,December 10,4:05PM,0,boxscore,13,30,488,1,201,1,-3.6%,6.0
