Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,SF,10,Mon,November 10,8:40PM,1,boxscore,29,24,374,0,336,3,21.4%,-9.5
ATL,NO,10,Sun,November 9,1:03PM,1,boxscore,34,20,361,0,521,3,7.9%,-1.5
BAL,HOU,10,Sun,November 9,1:02PM,0,boxscore,41,13,328,0,355,4,18.9%,2.5
BUF,NE,10,Sun,November 9,1:02PM,0,boxscore,10,20,370,1,168,2,-5.6%,3.5
CAR,OAK,10,Sun,November 9,4:05PM,0,boxscore,17,6,219,4,259,3,15.8%,-9.5
CHI,TEN,10,Sun,November 9,1:02PM,1,boxscore,14,21,304,1,243,1,11.2%,3.0
CLE,DEN,10,Thu,November 6,8:15PM,1,boxscore,30,34,564,1,399,1,-9.5%,-3.0
DEN,CLE,10,Thu,November 6,8:15PM,0,boxscore,34,30,564,1,399,1,-9.8%,3.0
DET,JAC,10,Sun,November 9,1:02PM,1,boxscore,14,38,384,0,256,1,-32.7%,5.0
GB,MIN,10,Sun,November 9,1:05PM,0,boxscore,27,28,361,3,184,0,15.1%,2.5
HOU,BAL,10,Sun,November 9,1:02PM,1,boxscore,13,41,328,0,355,4,-8.1%,-2.5
IND,PIT,10,Sun,November 9,4:15PM,0,boxscore,24,20,290,0,322,3,7.7%,3.5
JAC,DET,10,Sun,November 9,1:02PM,0,boxscore,38,14,384,0,256,1,-9.0%,-5.0
KC,SD,10,Sun,November 9,4:15PM,0,boxscore,19,20,400,2,339,0,-42.4%,14.5
MIA,SEA,10,Sun,November 9,1:03PM,1,boxscore,21,19,361,1,298,0,10.6%,-7.5
MIN,GB,10,Sun,November 9,1:05PM,1,boxscore,28,27,361,3,184,0,3.0%,-2.5
NE,BUF,10,Sun,November 9,1:02PM,1,boxscore,20,10,370,1,168,2,-10.2%,-3.5
NO,ATL,10,Sun,November 9,1:03PM,0,boxscore,20,34,361,0,521,3,5.6%,1.5
NYG,PHI,10,Sun,November 9,8:23PM,0,boxscore,36,31,401,2,300,2,42.3%,1.5
NYJ,STL,10,Sun,November 9,1:03PM,1,boxscore,47,3,373,0,200,5,-2.9%,-9.5
OAK,CAR,10,Sun,November 9,4:05PM,1,boxscore,6,17,219,4,259,3,-31.4%,9.5
PHI,NYG,10,Sun,November 9,8:23PM,1,boxscore,31,36,401,2,300,2,35.4%,-1.5
PIT,IND,10,Sun,November 9,4:15PM,1,boxscore,20,24,290,0,322,3,19.1%,-3.5
SD,KC,10,Sun,November 9,4:15PM,1,boxscore,20,19,400,2,339,0,1.1%,-14.5
SEA,MIA,10,Sun,November 9,1:03PM,0,boxscore,19,21,361,1,298,0,-16.3%,7.5
SF,ARI,10,Mon,November 10,8:40PM,0,boxscore,24,29,374,0,336,3,-16.0%,9.5
STL,NYJ,10,Sun,November 9,1:03PM,0,boxscore,3,47,373,0,200,5,-36.7%,9.5
TEN,CHI,10,Sun,November 9,1:02PM,0,boxscore,21,14,304,1,243,1,28.0%,-3.0
