Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,STL,9,Sun,November 6,4:15PM,1,boxscore,19,13,262,0,383,1,-25.9%,-3.0
ATL,IND,9,Sun,November 6,1:02PM,0,boxscore,31,7,432,1,186,2,13.5%,-7.0
BAL,PIT,9,Sun,November 6,8:30PM,0,boxscore,23,20,356,1,392,2,20.5%,3.5
BUF,NYJ,9,Sun,November 6,1:03PM,1,boxscore,11,27,348,2,287,3,26.1%,-2.5
CHI,PHI,9,Mon,November 7,8:41PM,0,boxscore,30,24,372,2,330,2,7.5%,8.0
CIN,TEN,9,Sun,November 6,4:05PM,0,boxscore,24,17,319,0,328,1,10.8%,3.0
CLE,HOU,9,Sun,November 6,1:03PM,0,boxscore,12,30,380,1,172,2,-10.5%,10.5
DAL,SEA,9,Sun,November 6,1:02PM,1,boxscore,23,13,442,1,381,3,5.9%,-11.0
DEN,OAK,9,Sun,November 6,4:05PM,0,boxscore,38,24,412,0,416,3,-22.0%,7.5
GB,SD,9,Sun,November 6,4:15PM,0,boxscore,45,38,368,0,460,3,29.5%,-6.0
HOU,CLE,9,Sun,November 6,1:03PM,1,boxscore,30,12,380,1,172,2,21.9%,-10.5
IND,ATL,9,Sun,November 6,1:02PM,1,boxscore,7,31,432,1,186,2,-40.3%,7.0
KC,MIA,9,Sun,November 6,1:03PM,1,boxscore,3,31,351,0,343,0,-8.6%,-4.0
MIA,KC,9,Sun,November 6,1:03PM,0,boxscore,31,3,351,0,343,0,-19.9%,4.0
NE,NYG,9,Sun,November 6,4:15PM,1,boxscore,20,24,361,2,438,4,17.1%,-9.0
NO,TB,9,Sun,November 6,1:03PM,1,boxscore,27,16,453,1,365,0,12.7%,-9.0
NYG,NE,9,Sun,November 6,4:15PM,0,boxscore,24,20,361,2,438,4,18.8%,9.0
NYJ,BUF,9,Sun,November 6,1:03PM,0,boxscore,27,11,348,2,287,3,26.5%,2.5
OAK,DEN,9,Sun,November 6,4:05PM,1,boxscore,24,38,412,0,416,3,0.0%,-7.5
PHI,CHI,9,Mon,November 7,8:41PM,1,boxscore,24,30,372,2,330,2,12.0%,-8.0
PIT,BAL,9,Sun,November 6,8:30PM,1,boxscore,20,23,356,1,392,2,11.8%,-3.5
SD,GB,9,Sun,November 6,4:15PM,1,boxscore,38,45,368,0,460,3,-9.0%,6.0
SEA,DAL,9,Sun,November 6,1:02PM,0,boxscore,13,23,442,1,381,3,-18.6%,11.0
SF,WAS,9,Sun,November 6,1:03PM,0,boxscore,19,11,326,1,303,3,25.2%,-4.5
STL,ARI,9,Sun,November 6,4:15PM,0,boxscore,13,19,262,0,383,1,-38.1%,3.0
TB,NO,9,Sun,November 6,1:03PM,0,boxscore,16,27,453,1,365,0,-1.7%,9.0
TEN,CIN,9,Sun,November 6,4:05PM,1,boxscore,17,24,319,0,328,1,2.4%,-3.0
WAS,SF,9,Sun,November 6,1:03PM,1,boxscore,11,19,326,1,303,3,-15.0%,4.5
