Game,EGO,Spread,Spread Target,Pick
ATL @ IND,10.09,-7.0,"[-6.5, -8.5]",ATL
SEA @ DAL,-7.49,11.0,"[11.0, 9.0]",SEA
CLE @ HOU,-9.15,10.5,"[13.0, 10.5]",CLE
MIA @ KC,-4.68,4.0,"[3.0, 1.0]",
NYJ @ BUF,-2.14,2.5,"[6.0, 3.5]",
SF @ WAS,6.86,-4.5,"[-3.0, -5.5]",SF
TB @ NO,-5.35,9.0,"[9.0, 7.0]",TB
CIN @ TEN,-0.37,3.0,"[4.0, 2.0]",CIN
DEN @ OAK,-6.96,7.5,"[10.5, 8.5]",
GB @ SD,6.46,-6.0,"[-3.0, -5.0]",
NYG @ NE,-1.85,9.0,"[5.5, 3.5]",
STL @ ARI,-4.88,3.0,"[3.5, 1.0]",ARI
BAL @ PIT,-0.3,3.5,"[4.0, 2.0]",BAL
CHI @ PHI,-3.2,8.0,"[7.0, 4.5]",
