Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2020,ATL,MIN,6,Sun,1:00PM,0,-1.7%,1.5,17,18.5
2020,BAL,PHI,6,Sun,1:00PM,0,21.2%,-4.0,2,-2.0
2020,BUF,KC,6,Mon,5:00PM,1,7.1%,-4.5,-9,-13.5
2020,CAR,CHI,6,Sun,1:00PM,1,-8.8%,-1.5,-7,-8.5
2020,CHI,CAR,6,Sun,1:00PM,0,-4.1%,4.0,7,11.0
2020,CIN,IND,6,Sun,1:00PM,0,-16.4%,7.0,-4,3.0
2020,CLE,PIT,6,Sun,1:00PM,0,-3.3%,-2.5,-31,-33.5
2020,DAL,ARI,6,Mon,8:15PM,1,-5.1%,11.0,-28,-17.0
2020,DEN,NE,6,Sun,1:00PM,0,-16.0%,3.5,6,9.5
2020,DET,JAX,6,Sun,1:00PM,0,-2.2%,3.0,18,21.0
2020,GB,TB,6,Sun,4:25PM,0,7.3%,-6.5,-28,-34.5
2020,IND,CIN,6,Sun,1:00PM,1,13.1%,-3.0,4,1.0
2020,KC,BUF,6,Mon,5:00PM,0,22.2%,-20.0,9,-11.0
2020,LAR,SF,6,Sun,8:20PM,0,12.7%,-3.5,-8,-11.5
2020,MIA,NYJ,6,Sun,4:05PM,1,-8.4%,3.5,24,27.5
2020,MIN,ATL,6,Sun,1:00PM,1,1.4%,6.5,-17,-10.5
2020,NE,DEN,6,Sun,1:00PM,1,-0.7%,4.5,-6,-1.5
2020,NYG,WAS,6,Sun,1:00PM,1,-14.0%,12.5,1,13.5
2020,NYJ,MIA,6,Sun,4:05PM,0,-19.5%,20.0,-24,-4.0
2020,PHI,BAL,6,Sun,1:00PM,1,-6.7%,-11.0,-2,-13.0
2020,PIT,CLE,6,Sun,1:00PM,1,11.5%,4.0,31,35.0
2020,SF,LAR,6,Sun,8:20PM,1,1.9%,3.0,8,11.0
2020,TB,GB,6,Sun,4:25PM,1,14.8%,-12.5,28,15.5
2020,TEN,HOU,6,Sun,1:00PM,1,1.8%,-7.0,6,-1.0
