Game,EGO,Spread,Spread Target,Pick
WAS @ MIN,-10.94,16.5,"[14.5, 12.5]",
ARI @ NO,-9.5,12.5,"[13.0, 11.0]",ARI
CIN @ LAR,-11.17,12.0,"[15.0, 12.5]",
DEN @ IND,-3.49,6.0,"[7.0, 5.0]",DEN
LAC @ CHI,-2.6,3.5,"[6.5, 4.0]",
NYG @ DET,-8.01,6.5,"[6.5, 4.5]",DET
NYJ @ JAX,-7.87,7.0,"[6.5, 4.0]",
PHI @ BUF,0.29,1.0,"[3.5, 1.0]",PHI
SEA @ ATL,3.86,-7.5,"[-5.5, -7.5]",ATL
TB @ TEN,-0.93,2.0,"[4.5, 2.5]",
CAR @ SF,-5.62,4.5,"[4.0, 2.0]",
CLE @ NE,-13.59,9.5,"[12.0, 10.0]",
OAK @ HOU,-4.57,5.0,"[8.5, 6.0]",
GB @ KC,-1.56,-5.0,"[0.0, -2.0]",
MIA @ PIT,-14.22,14.0,"[18.0, 15.5]",
