Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2019,ARI,NO,8,Sun,1:00PM,0,-13.4%,12.5,-22,-9.5
2019,ATL,SEA,8,Sun,1:00PM,1,-17.2%,7.5,-7,0.5
2019,BUF,PHI,8,Sun,1:00PM,1,-6.6%,-1.0,-18,-19.0
2019,CAR,SF,8,Sun,4:05PM,0,9.5%,4.5,-38,-33.5
2019,CHI,LAC,8,Sun,1:00PM,1,0.0%,-3.5,-1,-4.5
2019,CIN,LAR,8,Sun,1:00PM,0,-31.4%,12.0,-14,-2.0
2019,CLE,NE,8,Sun,4:25PM,0,-9.3%,9.5,-14,-4.5
2019,DEN,IND,8,Sun,1:00PM,0,-9.4%,6.0,-2,4.0
2019,DET,NYG,8,Sun,1:00PM,1,6.0%,-6.5,5,-1.5
2019,GB,KC,8,Sun,8:20PM,0,17.2%,-5.0,7,2.0
2019,HOU,OAK,8,Sun,4:25PM,1,6.1%,-5.0,3,-2.0
2019,IND,DEN,8,Sun,1:00PM,1,-3.6%,-6.0,2,-4.0
2019,JAX,NYJ,8,Sun,1:00PM,1,3.2%,-7.0,14,7.0
2019,KC,GB,8,Sun,8:20PM,1,14.2%,5.0,-7,-2.0
2019,LAC,CHI,8,Sun,1:00PM,0,-1.7%,3.5,1,4.5
2019,LAR,CIN,8,Sun,1:00PM,1,10.8%,-12.0,14,2.0
2019,MIA,PIT,8,Mon,8:15PM,0,-57.4%,14.0,-13,1.0
2019,MIN,WAS,8,Thu,8:20PM,1,15.9%,-16.5,10,-6.5
2019,NE,CLE,8,Sun,4:25PM,1,45.0%,-9.5,14,4.5
2019,NO,ARI,8,Sun,1:00PM,1,20.7%,-12.5,22,9.5
2019,NYG,DET,8,Sun,1:00PM,0,-21.0%,6.5,-5,1.5
2019,NYJ,JAX,8,Sun,1:00PM,0,-23.1%,7.0,-14,-7.0
2019,OAK,HOU,8,Sun,4:25PM,0,-4.7%,5.0,-3,2.0
2019,PHI,BUF,8,Sun,1:00PM,0,4.8%,1.0,18,19.0
2019,PIT,MIA,8,Mon,8:15PM,1,0.1%,-14.0,13,-1.0
2019,SEA,ATL,8,Sun,1:00PM,0,10.0%,-7.5,7,-0.5
2019,SF,CAR,8,Sun,4:05PM,1,25.2%,-4.5,38,33.5
2019,TB,TEN,8,Sun,1:00PM,0,-4.4%,2.0,-4,-2.0
2019,TEN,TB,8,Sun,1:00PM,1,-10.3%,-2.0,4,2.0
2019,WAS,MIN,8,Thu,8:20PM,0,-25.2%,16.5,-10,6.5
