Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,STL,13,Sun,December 6,1:00PM,0,boxscore,27,3,524,0,212,1,22.0%,-4.5
ATL,TB,13,Sun,December 6,1:03PM,0,boxscore,19,23,388,2,319,1,-12.3%,1.0
BAL,MIA,13,Sun,December 6,1:03PM,0,boxscore,13,15,219,1,375,2,-4.3%,3.5
BUF,HOU,13,Sun,December 6,1:02PM,1,boxscore,30,21,390,0,401,1,4.8%,-3.5
CAR,NO,13,Sun,December 6,4:25PM,0,boxscore,41,38,497,3,334,1,29.5%,-6.5
CHI,SF,13,Sun,December 6,1:02PM,1,boxscore,20,26,291,0,364,1,-3.3%,-6.5
CIN,CLE,13,Sun,December 6,1:03PM,0,boxscore,37,3,377,0,273,2,32.1%,-9.0
CLE,CIN,13,Sun,December 6,1:03PM,1,boxscore,3,37,377,0,273,2,-22.5%,9.0
DAL,WAS,13,Mon,December 7,8:31PM,0,boxscore,19,16,318,3,266,1,-19.2%,3.5
DEN,SD,13,Sun,December 6,4:05PM,0,boxscore,17,3,293,1,272,3,17.0%,-3.5
DET,GB,13,Thu,December 3,8:26PM,1,boxscore,23,27,313,1,306,1,-4.8%,3.0
GB,DET,13,Thu,December 3,8:26PM,0,boxscore,27,23,313,1,306,1,11.4%,-3.0
HOU,BUF,13,Sun,December 6,1:02PM,0,boxscore,21,30,390,0,401,1,-5.2%,3.5
IND,PIT,13,Sun,December 6,8:30PM,0,boxscore,10,45,522,2,240,3,-5.1%,7.5
JAC,TEN,13,Sun,December 6,1:02PM,0,boxscore,39,42,467,2,383,1,-14.9%,2.5
KC,OAK,13,Sun,December 6,4:05PM,0,boxscore,34,20,232,2,361,3,32.7%,-3.0
MIA,BAL,13,Sun,December 6,1:03PM,1,boxscore,15,13,219,1,375,2,-12.0%,-3.5
MIN,SEA,13,Sun,December 6,1:02PM,1,boxscore,7,38,433,1,125,1,5.8%,1.5
NE,PHI,13,Sun,December 6,4:25PM,1,boxscore,28,35,248,1,427,2,28.9%,-8.0
NO,CAR,13,Sun,December 6,4:25PM,1,boxscore,38,41,497,3,334,1,-23.9%,6.5
NYG,NYJ,13,Sun,December 6,1:03PM,1,boxscore,20,23,463,1,355,1,-7.3%,2.5
NYJ,NYG,13,Sun,December 6,1:03PM,0,boxscore,23,20,463,1,355,1,9.9%,-2.5
OAK,KC,13,Sun,December 6,4:05PM,1,boxscore,20,34,232,2,361,3,5.0%,3.0
PHI,NE,13,Sun,December 6,4:25PM,0,boxscore,35,28,248,1,427,2,-12.2%,8.0
PIT,IND,13,Sun,December 6,8:30PM,1,boxscore,45,10,522,2,240,3,14.3%,-7.5
SD,DEN,13,Sun,December 6,4:05PM,1,boxscore,3,17,293,1,272,3,-15.2%,3.5
SEA,MIN,13,Sun,December 6,1:02PM,0,boxscore,38,7,433,1,125,1,29.3%,-1.5
SF,CHI,13,Sun,December 6,1:02PM,0,boxscore,26,20,291,0,364,1,-31.6%,6.5
STL,ARI,13,Sun,December 6,1:00PM,1,boxscore,3,27,524,0,212,1,-8.7%,4.5
TB,ATL,13,Sun,December 6,1:03PM,1,boxscore,23,19,388,2,319,1,-3.8%,-1.0
TEN,JAC,13,Sun,December 6,1:02PM,1,boxscore,42,39,467,2,383,1,-18.6%,-2.5
WAS,DAL,13,Mon,December 7,8:31PM,1,boxscore,16,19,318,3,266,1,-3.7%,-3.5
