Game,EGO,Spread,Spread Target,Pick
JAX @ TEN,-0.55,5.5,"[4.0, 2.0]",
ATL @ GB,-5.16,4.0,"[3.5, 1.5]",
BAL @ KC,-8.16,6.5,"[6.5, 4.5]",KC
CAR @ CLE,0.01,-1.0,"[-1.5, -3.5]",
IND @ HOU,-1.81,4.0,"[5.5, 3.5]",IND
NE @ MIA,3.77,-9.5,"[-5.5, -7.5]",
NO @ TB,7.58,-10.0,"[-9.0, -11.5]",TB
NYG @ WAS,0.25,-3.0,"[-2.0, -4.0]",WAS
NYJ @ BUF,-4.1,4.5,"[8.0, 5.5]",
CIN @ LAC,-11.88,17.0,"[15.5, 13.5]",
DEN @ SF,9.71,-3.0,"[-6.0, -8.0]",
DET @ ARI,2.01,-2.5,"[-3.5, -5.5]",
PHI @ DAL,-3.99,3.5,"[2.5, 0.5]",
PIT @ OAK,7.23,-10.5,"[-8.5, -11.0]",OAK
LAR @ CHI,0.97,-3.0,"[-2.5, -4.5]",CHI
MIN @ SEA,-4.53,3.0,"[3.0, 1.0]",SEA
