Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,DET,14,Sun,December 9,4:25PM,1,boxscore,3,17,218,1,279,1,-34.9%,2.5
ATL,GB,14,Sun,December 9,1:00PM,0,boxscore,20,34,300,0,344,2,-6.3%,4.0
BAL,KC,14,Sun,December 9,1:00PM,0,boxscore,24,27,442,1,321,1,10.9%,6.5
BUF,NYJ,14,Sun,December 9,1:00PM,1,boxscore,23,27,248,2,368,3,-18.0%,-4.5
CAR,CLE,14,Sun,December 9,1:00PM,0,boxscore,20,26,348,2,393,1,1.5%,-1.0
CHI,LAR,14,Sun,December 9,8:20PM,1,boxscore,15,6,294,3,214,4,13.4%,3.0
CIN,LAC,14,Sun,December 9,4:05PM,0,boxscore,21,26,288,0,295,0,-14.5%,17.0
CLE,CAR,14,Sun,December 9,1:00PM,1,boxscore,26,20,348,2,393,1,-8.6%,1.0
DAL,PHI,14,Sun,December 9,4:25PM,1,boxscore,29,23,576,3,256,1,0.8%,-3.5
DEN,SF,14,Sun,December 9,4:05PM,0,boxscore,14,20,389,1,274,0,23.9%,-3.0
DET,ARI,14,Sun,December 9,4:25PM,0,boxscore,17,3,218,1,279,1,-15.9%,-2.5
GB,ATL,14,Sun,December 9,1:00PM,1,boxscore,34,20,300,0,344,2,7.2%,-4.0
HOU,IND,14,Sun,December 9,1:00PM,1,boxscore,21,24,436,1,315,0,7.9%,-4.0
IND,HOU,14,Sun,December 9,1:00PM,0,boxscore,24,21,436,1,315,0,9.8%,4.0
JAX,TEN,14,Thu,December 6,8:20PM,0,boxscore,9,30,426,1,255,1,-4.0%,5.5
KC,BAL,14,Sun,December 9,1:00PM,1,boxscore,27,24,442,1,321,1,38.6%,-6.5
LAC,CIN,14,Sun,December 9,4:05PM,1,boxscore,26,21,288,0,295,0,31.2%,-17.0
LAR,CHI,14,Sun,December 9,8:20PM,0,boxscore,6,15,294,3,214,4,27.8%,-3.0
MIA,NE,14,Sun,December 9,1:00PM,1,boxscore,34,33,412,0,421,0,-11.4%,9.5
MIN,SEA,14,Mon,December 10,8:15PM,0,boxscore,7,21,274,1,276,1,2.3%,3.0
NE,MIA,14,Sun,December 9,1:00PM,0,boxscore,33,34,412,0,421,0,15.4%,-9.5
NO,TB,14,Sun,December 9,1:00PM,0,boxscore,28,14,298,2,279,1,27.3%,-10.0
NYG,WAS,14,Sun,December 9,1:00PM,0,boxscore,40,16,402,1,288,3,0.1%,-3.0
NYJ,BUF,14,Sun,December 9,1:00PM,0,boxscore,27,23,248,2,368,3,-26.6%,4.5
OAK,PIT,14,Sun,December 9,4:25PM,1,boxscore,24,21,354,1,340,1,-24.9%,10.5
PHI,DAL,14,Sun,December 9,4:25PM,0,boxscore,23,29,576,3,256,1,-7.3%,3.5
PIT,OAK,14,Sun,December 9,4:25PM,0,boxscore,21,24,354,1,340,1,16.9%,-10.5
SEA,MIN,14,Mon,December 10,8:15PM,1,boxscore,21,7,274,1,276,1,12.9%,-3.0
SF,DEN,14,Sun,December 9,4:05PM,1,boxscore,20,14,389,1,274,0,-28.3%,3.0
TB,NO,14,Sun,December 9,1:00PM,1,boxscore,14,28,298,2,279,1,-16.0%,10.0
TEN,JAX,14,Thu,December 6,8:20PM,1,boxscore,30,9,426,1,255,1,-11.6%,-5.5
WAS,NYG,14,Sun,December 9,1:00PM,1,boxscore,16,40,402,1,288,3,-11.1%,3.0
