Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD
2009,ARI,MIN,13,Sun,8:20PM,1,20.4%,3.0,13,16.0
2009,ATL,PHI,13,Sun,1:03PM,1,-2.8%,4.0,-27,-23.0
2009,BAL,GB,13,Mon,8:40PM,0,25.4%,4.0,-13,-9.0
2009,BUF,NYJ,13,Thu,8:20PM,1,-14.9%,3.5,-6,-2.5
2009,CAR,TB,13,Sun,1:03PM,1,-6.9%,-3.5,10,6.5
2009,CHI,STL,13,Sun,1:02PM,1,-23.3%,-9.0,8,-1.0
2009,CIN,DET,13,Sun,1:02PM,1,10.7%,-13.5,10,-3.5
2009,CLE,SD,13,Sun,4:05PM,1,-39.4%,13.5,-7,6.5
2009,DAL,NYG,13,Sun,4:15PM,0,19.7%,-1.5,-7,-8.5
2009,DEN,KC,13,Sun,1:00PM,0,9.3%,-6.0,31,25.0
2009,DET,CIN,13,Sun,1:02PM,0,-51.9%,13.5,-10,3.5
2009,GB,BAL,13,Mon,8:40PM,1,27.3%,-4.0,13,9.0
2009,HOU,JAC,13,Sun,1:03PM,0,15.8%,-1.5,-5,-6.5
2009,IND,TEN,13,Sun,1:03PM,1,31.0%,-6.0,10,4.0
2009,JAC,HOU,13,Sun,1:03PM,1,-6.7%,1.5,5,6.5
2009,KC,DEN,13,Sun,1:00PM,1,-30.1%,6.0,-31,-25.0
2009,MIA,NE,13,Sun,1:02PM,1,5.2%,5.0,1,6.0
2009,MIN,ARI,13,Sun,8:20PM,0,30.2%,-3.0,-13,-16.0
2009,NE,MIA,13,Sun,1:02PM,0,32.5%,-5.0,-1,-6.0
2009,NO,WAS,13,Sun,1:03PM,0,36.8%,-8.0,3,-5.0
2009,NYG,DAL,13,Sun,4:15PM,1,7.5%,1.5,7,8.5
2009,NYJ,BUF,13,Thu,8:20PM,0,1.6%,-3.5,6,2.5
2009,OAK,PIT,13,Sun,1:02PM,0,-36.6%,15.0,3,18.0
2009,PHI,ATL,13,Sun,1:03PM,0,28.6%,-4.0,27,23.0
2009,PIT,OAK,13,Sun,1:02PM,1,18.8%,-15.0,-3,-18.0
2009,SD,CLE,13,Sun,4:05PM,0,14.9%,-13.5,7,-6.5
2009,SEA,SF,13,Sun,4:16PM,1,-17.9%,1.0,3,4.0
2009,SF,SEA,13,Sun,4:16PM,0,-2.5%,-1.0,-3,-4.0
2009,STL,CHI,13,Sun,1:02PM,0,-36.5%,9.0,-8,1.0
2009,TB,CAR,13,Sun,1:03PM,0,-28.7%,3.5,-10,-6.5
2009,TEN,IND,13,Sun,1:03PM,0,-8.6%,6.0,-10,-4.0
2009,WAS,NO,13,Sun,1:03PM,1,-9.2%,8.0,-3,5.0
