Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,MIN,13,Sun,December 6,8:20PM,1,boxscore,30,17,398,1,315,2,20.4%,3.0
ATL,PHI,13,Sun,December 6,1:03PM,1,boxscore,7,34,380,0,295,3,-2.8%,4.0
BAL,GB,13,Mon,December 7,8:40PM,0,boxscore,14,27,350,3,185,4,25.4%,4.0
BUF,NYJ,13,Thu,December 3,8:20PM,1,boxscore,13,19,331,0,194,2,-14.9%,3.5
CAR,TB,13,Sun,December 6,1:03PM,1,boxscore,16,6,309,2,469,5,-6.9%,-3.5
CHI,STL,13,Sun,December 6,1:02PM,1,boxscore,17,9,248,1,233,2,-23.3%,-9.0
CIN,DET,13,Sun,December 6,1:02PM,1,boxscore,23,13,321,3,245,2,10.7%,-13.5
CLE,SD,13,Sun,December 6,4:05PM,1,boxscore,23,30,477,0,372,1,-39.4%,13.5
DAL,NYG,13,Sun,December 6,4:15PM,0,boxscore,24,31,337,2,424,1,19.7%,-1.5
DEN,KC,13,Sun,December 6,1:00PM,0,boxscore,44,13,413,3,222,3,9.3%,-6.0
DET,CIN,13,Sun,December 6,1:02PM,0,boxscore,13,23,321,3,245,2,-51.9%,13.5
GB,BAL,13,Mon,December 7,8:40PM,1,boxscore,27,14,350,3,185,4,27.3%,-4.0
HOU,JAC,13,Sun,December 6,1:03PM,0,boxscore,18,23,323,1,305,3,15.8%,-1.5
IND,TEN,13,Sun,December 6,1:03PM,1,boxscore,27,17,358,0,375,2,31.0%,-6.0
JAC,HOU,13,Sun,December 6,1:03PM,1,boxscore,23,18,323,1,305,3,-6.7%,1.5
KC,DEN,13,Sun,December 6,1:00PM,1,boxscore,13,44,413,3,222,3,-30.1%,6.0
MIA,NE,13,Sun,December 6,1:02PM,1,boxscore,22,21,416,1,448,2,5.2%,5.0
MIN,ARI,13,Sun,December 6,8:20PM,0,boxscore,17,30,398,1,315,2,30.2%,-3.0
NE,MIA,13,Sun,December 6,1:02PM,0,boxscore,21,22,416,1,448,2,32.5%,-5.0
NO,WAS,13,Sun,December 6,1:03PM,0,boxscore,33,30,463,1,455,4,36.8%,-8.0
NYG,DAL,13,Sun,December 6,4:15PM,1,boxscore,31,24,337,2,424,1,7.5%,1.5
NYJ,BUF,13,Thu,December 3,8:20PM,0,boxscore,19,13,331,0,194,2,1.6%,-3.5
OAK,PIT,13,Sun,December 6,1:02PM,0,boxscore,27,24,396,0,401,1,-36.6%,15.0
PHI,ATL,13,Sun,December 6,1:03PM,0,boxscore,34,7,380,0,295,3,28.6%,-4.0
PIT,OAK,13,Sun,December 6,1:02PM,1,boxscore,24,27,396,0,401,1,18.8%,-15.0
SD,CLE,13,Sun,December 6,4:05PM,0,boxscore,30,23,477,0,372,1,14.9%,-13.5
SEA,SF,13,Sun,December 6,4:16PM,1,boxscore,20,17,292,1,356,2,-17.9%,1.0
SF,SEA,13,Sun,December 6,4:16PM,0,boxscore,17,20,292,1,356,2,-2.5%,-1.0
STL,CHI,13,Sun,December 6,1:02PM,0,boxscore,9,17,248,1,233,2,-36.5%,9.0
TB,CAR,13,Sun,December 6,1:03PM,0,boxscore,6,16,309,2,469,5,-28.7%,3.5
TEN,IND,13,Sun,December 6,1:03PM,0,boxscore,17,27,358,0,375,2,-8.6%,6.0
WAS,NO,13,Sun,December 6,1:03PM,1,boxscore,30,33,463,1,455,4,-9.2%,8.0
