Game,EGO,Spread,Spread Target,Pick
NO @ ATL,-1.74,3.5,"[5.5, 3.0]",NO
SF @ STL,8.39,-8.0,"[-4.5, -7.0]",
HOU @ TEN,7.19,-7.0,"[-3.5, -5.5]",
JAC @ BUF,-7.41,6.0,"[6.0, 3.5]",BUF
MIN @ GB,-7.55,7.5,"[11.0, 9.0]",
NE @ MIA,9.01,-9.0,"[-5.5, -7.5]",
ARI @ NYJ,-1.26,6.0,"[5.0, 3.0]",
CAR @ KC,5.1,-6.0,"[-6.5, -9.0]",
IND @ DET,-8.04,7.0,"[6.5, 4.5]",
SEA @ CHI,-0.68,3.5,"[4.5, 2.0]",SEA
TB @ DEN,-9.06,7.5,"[7.5, 5.5]",DEN
CIN @ SD,1.69,-2.5,"[-3.0, -5.5]",
CLE @ OAK,3.79,-2.5,"[-0.0, -2.5]",CLE
PIT @ BAL,-4.92,7.5,"[8.5, 6.5]",PIT
PHI @ DAL,-7.72,10.5,"[11.5, 9.0]",PHI
NYG @ WAS,1.06,-3.0,"[-2.5, -5.0]",WAS
