Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,NYJ,13,Sun,December 2,1:03PM,0,boxscore,6,7,289,4,137,1,-8.7%,6.0
ATL,NO,13,Thu,November 29,8:29PM,1,boxscore,23,13,283,1,436,5,-0.4%,-3.5
BAL,PIT,13,Sun,December 2,4:25PM,1,boxscore,20,23,366,3,288,2,12.6%,-7.5
BUF,JAC,13,Sun,December 2,1:02PM,1,boxscore,34,18,344,2,236,2,-8.9%,-6.0
CAR,KC,13,Sun,December 2,1:03PM,0,boxscore,21,27,355,0,385,0,-4.2%,-6.0
CHI,SEA,13,Sun,December 2,1:03PM,1,boxscore,17,23,459,1,365,0,25.1%,-3.5
CIN,SD,13,Sun,December 2,4:25PM,0,boxscore,20,13,339,3,297,2,7.9%,-2.5
CLE,OAK,13,Sun,December 2,4:25PM,0,boxscore,20,17,475,2,429,1,-11.4%,-2.5
DAL,PHI,13,Sun,December 2,8:20PM,1,boxscore,38,33,417,0,423,1,1.1%,-10.5
DEN,TB,13,Sun,December 2,4:05PM,1,boxscore,31,23,333,1,306,1,36.1%,-7.5
DET,IND,13,Sun,December 2,1:03PM,1,boxscore,33,35,459,3,451,1,5.0%,-7.0
GB,MIN,13,Sun,December 2,1:02PM,1,boxscore,23,14,435,1,359,2,21.6%,-7.5
HOU,TEN,13,Sun,December 2,1:02PM,0,boxscore,24,10,331,0,354,6,12.8%,-7.0
IND,DET,13,Sun,December 2,1:03PM,0,boxscore,35,33,459,3,451,1,-22.1%,7.0
JAC,BUF,13,Sun,December 2,1:02PM,0,boxscore,18,34,344,2,236,2,-33.0%,6.0
KC,CAR,13,Sun,December 2,1:03PM,1,boxscore,27,21,355,0,385,0,-36.8%,6.0
MIA,NE,13,Sun,December 2,1:02PM,1,boxscore,16,23,321,1,277,1,-7.6%,9.0
MIN,GB,13,Sun,December 2,1:02PM,0,boxscore,14,23,435,1,359,2,-3.2%,7.5
NE,MIA,13,Sun,December 2,1:02PM,0,boxscore,23,16,321,1,277,1,41.7%,-9.0
NO,ATL,13,Thu,November 29,8:29PM,0,boxscore,13,23,283,1,436,5,1.8%,3.5
NYG,WAS,13,Mon,December 3,8:40PM,0,boxscore,16,17,370,1,390,0,18.1%,-3.0
NYJ,ARI,13,Sun,December 2,1:03PM,1,boxscore,7,6,289,4,137,1,-13.1%,-6.0
OAK,CLE,13,Sun,December 2,4:25PM,1,boxscore,17,20,475,2,429,1,-38.3%,2.5
PHI,DAL,13,Sun,December 2,8:20PM,0,boxscore,33,38,417,0,423,1,-24.5%,10.5
PIT,BAL,13,Sun,December 2,4:25PM,0,boxscore,23,20,366,3,288,2,0.2%,7.5
SD,CIN,13,Sun,December 2,4:25PM,1,boxscore,13,20,339,3,297,2,-9.7%,2.5
SEA,CHI,13,Sun,December 2,1:03PM,0,boxscore,23,17,459,1,365,0,32.1%,3.5
SF,STL,13,Sun,December 2,1:00PM,0,boxscore,13,16,293,0,339,1,40.1%,-8.0
STL,SF,13,Sun,December 2,1:00PM,1,boxscore,16,13,293,0,339,1,-6.6%,8.0
TB,DEN,13,Sun,December 2,4:05PM,0,boxscore,23,31,333,1,306,1,4.1%,7.5
TEN,HOU,13,Sun,December 2,1:02PM,1,boxscore,10,24,331,0,354,6,-28.8%,7.0
WAS,NYG,13,Mon,December 3,8:40PM,1,boxscore,17,16,370,1,390,0,3.3%,3.0
