Game,EGO,Spread,Spread Target,Pick
BUF @ TEN,-1.3,-4.5,"[-0.0, -2.5]",
TB @ CHI,2.25,-12.5,"[-4.0, -6.0]",
CAR @ ATL,-4.66,-1.5,"[3.0, 1.0]",
CIN @ BAL,-8.6,7.0,"[7.0, 5.0]",BAL
LAR @ WAS,-4.68,-3.5,"[3.0, 1.0]",
LV @ KC,-8.5,2.5,"[7.0, 5.0]",
PHI @ PIT,-5.84,-11.0,"[4.5, 2.0]",
MIA @ SF,-6.84,3.5,"[5.5, 3.0]",SF
IND @ CLE,1.08,-3.0,"[-2.5, -5.0]",CLE
NYG @ DAL,-6.13,12.5,"[10.0, 7.5]",
MIN @ SEA,-5.09,6.5,"[9.0, 6.5]",MIN
LAC @ NO,-7.13,-3.5,"[5.5, 3.5]",
