Game,EGO,Spread,Spread Target,Pick
NYJ @ BAL,-15.79,17.0,"[19.5, 17.5]",
CHI @ GB,-3.25,4.0,"[7.0, 5.0]",
DEN @ KC,-8.92,10.0,"[12.5, 10.5]",
HOU @ TEN,-5.0,3.0,"[3.5, 1.5]",TEN
MIA @ NYG,-4.92,3.5,"[3.5, 1.0]",NYG
NE @ CIN,9.73,-10.5,"[-11.0, -13.5]",
PHI @ WAS,5.29,-7.0,"[-7.0, -9.0]",WAS
SEA @ CAR,7.89,-6.0,"[-4.0, -6.5]",SEA
TB @ DET,0.97,-5.5,"[-2.5, -4.5]",
CLE @ ARI,0.63,-3.0,"[-2.0, -4.5]",ARI
JAX @ OAK,-4.64,7.0,"[8.5, 6.0]",JAX
MIN @ LAC,1.48,-1.0,"[2.0, 0.0]",
ATL @ SF,-11.29,10.5,"[10.0, 7.5]",
LAR @ DAL,-3.67,-1.0,"[2.0, -0.0]",
BUF @ PIT,-1.17,1.0,"[5.0, 2.5]",
IND @ NO,-9.09,8.0,"[7.5, 5.5]",
