TEAM,TOTALDVOA,LASTWEEK,WDVOA,RANK,W-L,OFFENSEDVOA,OFF.RANK,DEFENSEDVOA,DEF.RANK,S.T.DVOA,S.T.RANK
ARI,-32.8%,31,-30.7%,31,2-6,-38.0%,31,-6.5%,9,-1.2%,19
ATL,-11.9%,23,-8.7%,22,3-4,8.2%,9,19.8%,31,-0.4%,18
BAL,12.7%,4,11.6%,10,4-4,4.0%,14,-8.7%,6,-0.1%,15
BUF,-40.3%,32,-38.3%,32,2-6,-51.8%,32,-11.6%,4,-0.2%,16
CAR,20.1%,9,16.0%,4,5-2,16.9%,5,-0.2%,17,2.9%,8
CHI,19.6%,6,13.3%,6,4-3,7.8%,11,-15.9%,1,-4.0%,30
CIN,0.1%,22,-0.4%,18,5-3,4.5%,12,4.3%,25,-0.1%,14
CLE,-19.9%,26,-18.0%,27,2-5-1,-26.1%,30,-11.7%,3,-5.5%,31
DAL,-3.5%,19,-1.0%,19,3-4,-8.5%,25,-4.8%,11,0.3%,12
DEN,14.5%,5,12.5%,9,3-5,8.1%,10,-8.6%,7,-2.2%,22
DET,-19.8%,28,-15.9%,26,3-4,3.3%,17,19.2%,30,-3.9%,29
GB,8.6%,15,8.9%,12,3-3-1,13.4%,6,1.5%,20,-3.3%,25
HOU,8.1%,13,7.6%,13,5-3,-6.9%,24,-11.2%,5,3.8%,5
IND,4.8%,14,4.3%,15,3-5,4.0%,15,2.2%,21,3.0%,7
JAX,-4.0%,17,-4.7%,21,3-5,-15.1%,26,-7.6%,8,3.4%,6
KC,37.2%,1,33.4%,1,7-1,33.3%,1,6.5%,26,10.5%,1
LAC,20.4%,3,16.4%,3,5-2,26.9%,3,0.3%,18,-6.3%,32
LAR,33.3%,2,31.0%,2,8-0,28.0%,2,-4.2%,12,1.1%,11
MIA,6.4%,11,5.0%,14,4-4,4.1%,13,3.5%,23,5.8%,3
MIN,-0.3%,16,1.2%,16,4-3-1,0.1%,20,-2.9%,13,-3.4%,26
NE,12.2%,8,13.2%,7,6-2,13.1%,7,-0.6%,16,-1.5%,20
NO,12.8%,7,13.8%,5,6-1,17.9%,4,7.6%,27,2.5%,9
NYG,-12.3%,24,-12.4%,25,1-7,-4.1%,22,8.5%,28,0.3%,13
NYJ,-10.5%,20,-10.5%,23,3-5,-23.3%,29,-5.2%,10,7.6%,2
OAK,-21.3%,29,-18.2%,28,1-6,0.4%,19,18.0%,29,-3.7%,28
PHI,-5.3%,21,-3.4%,20,4-4,-4.4%,23,-1.4%,15,-2.2%,23
PIT,7.8%,12,10.4%,11,4-2-1,12.7%,8,3.0%,22,-1.9%,21
SEA,14.5%,10,12.6%,8,4-3,1.9%,18,-12.9%,2,-0.3%,17
SF,-23.7%,30,-23.1%,30,1-7,-16.4%,27,3.6%,24,-3.7%,27
TB,-21.8%,27,-18.4%,29,3-4,4.0%,16,22.5%,32,-3.2%,24
TEN,-15.3%,25,-12.2%,24,3-4,-18.5%,28,1.2%,19,4.5%,4
WAS,1.4%,18,1.2%,17,5-2,-3.0%,21,-2.3%,14,2.1%,10
