Team,Week,Year,Spread,Over/Under,Game Scoring Margin,Spread to Result Difference,Spread Result Class,Home Team,Short Week,Off Bye Week,Opponent,W-L% Rating,Point Differential Per Game Rating,Time of Poss Per Game Rating,Yards For per Play Rating,Yards Against per Play Rating,Penalty Yards Margin Per Game Rating,3rd Down %_For Rating,3rd Down % Against Rating,Total Yard Margin Per Game Rating,Turnover Margin Per Game Rating,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Home Team,Opp Short Week,Opp Off Bye Week,Opp W-L% Rating,Opp Point Differential Per Game Rating,Opp Sacks Against Per Game Rating,Opp Sacks For Per Game Rating,Opp Yards per Rush For Rating,Opp Rushing Yards For Per Game Rating,Opp Yards per Rush Against Rating,Opp Rushing Yards Against Per Game Rating,Opp Passer Rating For Rating,Opp Passing Yards For Per Game Rating,Opp Passer Rating Against Rating,Opp Passing Yards Against Per Game Rating,Opp Time of Poss Per Game Rating,Opp Yards For per Play Rating,Opp Yards Against per Play Rating,Opp Penalty Yards Margin Per Game Rating,Opp 3rd Down %_For Rating,Opp 3rd Down % Against Rating,Opp Total Yard Margin Per Game Rating,Opp Turnover Margin Per Game Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating
ARI,2,2011,4.5,45.0,-1,3.5,1,0,0,0,WAS,100.0,60.0,37.0,73.0,33.0,38.0,57.0,67.0,31.0,50.0,80.0,60.0,31.0,82.0,55.0,23.0,1,0,0,100.0,71.0,20.0,80.0,7.0,18.0,76.0,81.0,74.0,47.0,73.0,57.0,63.0,33.0,59.0,13.0,43.0,97.0,54.0,50.0,80.0,20.0,18.0,81.0,47.0,57.0
ATL,2,2011,2.5,49.5,4,6.5,1,1,0,0,PHI,0.0,24.0,32.0,45.0,54.0,59.0,39.0,50.0,52.0,64.0,100.0,0.0,36.0,75.0,51.0,47.0,0,0,0,100.0,76.0,40.0,100.0,91.0,100.0,36.0,41.0,43.0,28.0,74.0,69.0,53.0,49.0,69.0,80.0,91.0,86.0,65.0,50.0,100.0,40.0,100.0,41.0,28.0,69.0
BAL,2,2011,-6.0,39.0,-13,-19.0,-1,0,0,0,TEN,100.0,91.0,63.0,54.0,68.0,71.0,61.0,57.0,67.0,0.0,80.0,80.0,67.0,86.0,38.0,55.0,1,0,0,0.0,47.0,60.0,40.0,16.0,3.0,81.0,37.0,54.0,45.0,48.0,73.0,0.0,48.0,81.0,70.0,48.0,29.0,43.0,50.0,40.0,60.0,3.0,37.0,45.0,73.0
BUF,2,2011,-4.0,41.0,3,-1.0,-1,1,0,0,OAK,100.0,100.0,89.0,39.0,93.0,76.0,71.0,75.0,84.0,36.0,40.0,80.0,63.0,65.0,35.0,84.0,0,0,0,100.0,54.0,80.0,100.0,45.0,77.0,91.0,100.0,46.0,15.0,72.0,50.0,63.0,23.0,73.0,88.0,47.0,35.0,45.0,36.0,100.0,80.0,77.0,100.0,15.0,50.0
CAR,2,2011,11.0,45.0,-7,4.0,1,1,0,0,GNB,0.0,40.0,63.0,67.0,27.0,62.0,33.0,43.0,69.0,50.0,40.0,20.0,18.0,69.0,77.0,45.0,0,0,0,100.0,62.0,60.0,60.0,25.0,33.0,74.0,78.0,100.0,55.0,23.0,25.0,63.0,53.0,42.0,82.0,100.0,4.0,32.0,43.0,60.0,60.0,33.0,78.0,55.0,25.0
CHI,2,2011,5.0,46.5,-17,-12.0,-1,0,0,0,NOR,100.0,76.0,68.0,46.0,55.0,41.0,50.0,61.0,48.0,36.0,100.0,0.0,25.0,64.0,53.0,49.0,1,0,0,0.0,38.0,40.0,40.0,26.0,22.0,75.0,67.0,77.0,75.0,0.0,45.0,37.0,58.0,47.0,18.0,96.0,0.0,68.0,57.0,40.0,40.0,22.0,67.0,75.0,45.0
CIN,2,2011,3.0,41.0,-2,1.0,1,0,0,0,DEN,100.0,65.0,53.0,22.0,86.0,2.0,56.0,68.0,52.0,43.0,40.0,20.0,51.0,77.0,26.0,64.0,1,0,0,0.0,46.0,0.0,20.0,9.0,0.0,55.0,23.0,28.0,50.0,54.0,85.0,37.0,27.0,77.0,12.0,65.0,53.0,55.0,64.0,20.0,0.0,0.0,23.0,50.0,85.0
CLE,2,2011,-1.5,39.0,8,6.5,1,0,0,0,IND,0.0,35.0,47.0,14.0,78.0,98.0,32.0,44.0,48.0,57.0,80.0,60.0,23.0,49.0,36.0,74.0,1,0,0,0.0,10.0,40.0,20.0,29.0,13.0,70.0,35.0,41.0,30.0,64.0,61.0,16.0,24.0,55.0,79.0,5.0,36.0,16.0,43.0,20.0,40.0,13.0,35.0,30.0,61.0
DAL,2,2011,-3.0,41.5,3,0.0,0,0,0,0,SFO,0.0,46.0,68.0,47.0,59.0,88.0,43.0,41.0,57.0,57.0,80.0,20.0,13.0,96.0,61.0,41.0,1,0,0,100.0,74.0,100.0,100.0,4.0,24.0,92.0,87.0,50.0,20.0,64.0,74.0,58.0,11.0,100.0,79.0,0.0,57.0,48.0,29.0,100.0,100.0,24.0,87.0,20.0,74.0
DEN,2,2011,-3.0,41.0,2,-1.0,-1,1,0,0,CIN,0.0,46.0,37.0,27.0,77.0,12.0,65.0,53.0,55.0,64.0,20.0,0.0,0.0,23.0,50.0,85.0,0,0,0,100.0,65.0,20.0,40.0,32.0,51.0,86.0,77.0,62.0,26.0,74.0,64.0,53.0,22.0,86.0,2.0,56.0,68.0,52.0,43.0,40.0,20.0,51.0,77.0,26.0,64.0
DET,2,2011,-9.0,45.0,45,36.0,1,1,0,0,KAN,100.0,60.0,84.0,55.0,72.0,78.0,17.0,41.0,76.0,43.0,40.0,100.0,44.0,91.0,57.0,53.0,0,0,0,0.0,0.0,60.0,20.0,66.0,35.0,68.0,37.0,20.0,16.0,22.0,65.0,11.0,7.0,61.0,24.0,25.0,29.0,16.0,64.0,20.0,60.0,35.0,37.0,16.0,65.0
GNB,2,2011,-11.0,45.0,7,-4.0,-1,0,0,0,CAR,100.0,62.0,63.0,53.0,42.0,82.0,100.0,4.0,32.0,43.0,60.0,60.0,33.0,78.0,55.0,25.0,1,0,0,0.0,40.0,20.0,40.0,5.0,18.0,72.0,69.0,74.0,77.0,2.0,45.0,63.0,67.0,27.0,62.0,33.0,43.0,69.0,50.0,40.0,20.0,18.0,69.0,77.0,45.0
HOU,2,2011,-3.0,47.5,10,7.0,1,0,0,0,MIA,100.0,90.0,84.0,45.0,76.0,21.0,64.0,95.0,84.0,57.0,60.0,80.0,65.0,87.0,39.0,70.0,1,0,0,0.0,29.0,20.0,20.0,45.0,30.0,56.0,66.0,54.0,74.0,12.0,0.0,58.0,61.0,0.0,60.0,10.0,9.0,20.0,50.0,20.0,20.0,30.0,66.0,74.0,0.0
IND,2,2011,1.5,39.0,-8,-6.5,-1,1,0,0,CLE,0.0,10.0,16.0,24.0,55.0,79.0,5.0,36.0,16.0,43.0,20.0,40.0,13.0,35.0,30.0,61.0,0,0,0,0.0,35.0,60.0,80.0,14.0,23.0,68.0,49.0,26.0,36.0,38.0,74.0,47.0,14.0,78.0,98.0,32.0,44.0,48.0,57.0,80.0,60.0,23.0,49.0,36.0,74.0
JAX,2,2011,9.0,38.5,-29,-20.0,-1,0,0,0,NYJ,100.0,53.0,100.0,19.0,52.0,30.0,71.0,52.0,57.0,50.0,40.0,60.0,63.0,97.0,27.0,55.0,1,0,0,100.0,54.0,20.0,80.0,6.0,4.0,100.0,87.0,48.0,59.0,36.0,39.0,32.0,41.0,53.0,12.0,59.0,57.0,43.0,43.0,80.0,20.0,4.0,87.0,59.0,39.0
KAN,2,2011,9.0,45.0,-45,-36.0,-1,0,0,0,DET,0.0,0.0,11.0,7.0,61.0,24.0,25.0,29.0,16.0,64.0,20.0,60.0,35.0,37.0,16.0,65.0,1,0,0,100.0,60.0,100.0,40.0,21.0,44.0,81.0,91.0,84.0,57.0,66.0,53.0,84.0,55.0,72.0,78.0,17.0,41.0,76.0,43.0,40.0,100.0,44.0,91.0,57.0,53.0
MIA,2,2011,3.0,47.5,-10,-7.0,-1,1,0,0,HOU,0.0,29.0,58.0,61.0,0.0,60.0,10.0,9.0,20.0,50.0,20.0,20.0,30.0,66.0,74.0,0.0,0,0,0,100.0,90.0,80.0,60.0,30.0,65.0,71.0,87.0,36.0,39.0,59.0,70.0,84.0,45.0,76.0,21.0,64.0,95.0,84.0,57.0,60.0,80.0,65.0,87.0,39.0,70.0
MIN,2,2011,-1.0,41.0,-4,-5.0,-1,1,0,0,TAM,0.0,40.0,11.0,17.0,65.0,100.0,48.0,35.0,0.0,43.0,40.0,60.0,61.0,80.0,0.0,38.0,0,0,0,0.0,40.0,60.0,0.0,19.0,9.0,79.0,56.0,34.0,47.0,16.0,43.0,16.0,28.0,45.0,22.0,59.0,83.0,24.0,57.0,0.0,60.0,9.0,56.0,47.0,43.0
NOR,2,2011,-5.0,46.5,17,12.0,1,1,0,0,CHI,0.0,38.0,37.0,58.0,47.0,18.0,96.0,0.0,68.0,57.0,40.0,40.0,22.0,67.0,75.0,45.0,0,0,0,100.0,76.0,0.0,100.0,15.0,25.0,0.0,64.0,71.0,53.0,66.0,49.0,68.0,46.0,55.0,41.0,50.0,61.0,48.0,36.0,100.0,0.0,25.0,64.0,53.0,49.0
