Team,Opponent,Week,Day,Date,Time,Home_Team,Unnamed: 7,Points For,Points Against,YdsW,TOW,YdsL,TOL,WDVOA,Betting Spread
ARI,ATL,8,Sun,October 27,4:25PM,1,boxscore,27,13,348,1,292,4,-4.3%,-3.0
ATL,ARI,8,Sun,October 27,4:25PM,0,boxscore,13,27,348,1,292,4,0.4%,3.0
BUF,NO,8,Sun,October 27,1:02PM,0,boxscore,17,35,386,0,299,3,-2.3%,10.5
CAR,TB,8,Thu,October 24,8:29PM,0,boxscore,31,13,324,0,297,1,19.6%,-6.5
CIN,NYJ,8,Sun,October 27,4:06PM,1,boxscore,49,9,402,1,240,2,12.5%,-4.5
CLE,KC,8,Sun,October 27,1:02PM,0,boxscore,17,23,331,0,340,1,-13.9%,7.0
DAL,DET,8,Sun,October 27,1:03PM,0,boxscore,30,31,623,4,268,0,14.4%,3.0
DEN,WAS,8,Sun,October 27,4:25PM,1,boxscore,45,21,446,4,266,5,38.7%,-11.0
DET,DAL,8,Sun,October 27,1:03PM,1,boxscore,31,30,623,4,268,0,2.2%,-3.0
GB,MIN,8,Sun,October 27,8:30PM,0,boxscore,44,31,464,0,243,0,22.9%,-7.5
JAC,SF,8,Sun,October 27,1:07PM,1,boxscore,10,42,398,1,318,1,-59.2%,14.5
KC,CLE,8,Sun,October 27,1:02PM,1,boxscore,23,17,331,0,340,1,19.6%,-7.0
MIA,NE,8,Sun,October 27,1:02PM,0,boxscore,17,27,252,1,301,3,-9.2%,5.5
MIN,GB,8,Sun,October 27,8:30PM,1,boxscore,31,44,464,0,243,0,-16.9%,7.5
NE,MIA,8,Sun,October 27,1:02PM,1,boxscore,27,17,252,1,301,3,10.8%,-5.5
NO,BUF,8,Sun,October 27,1:02PM,1,boxscore,35,17,386,0,299,3,16.9%,-10.5
NYG,PHI,8,Sun,October 27,1:02PM,0,boxscore,15,7,325,1,200,3,-31.3%,5.5
NYJ,CIN,8,Sun,October 27,4:06PM,0,boxscore,9,49,402,1,240,2,-1.3%,4.5
OAK,PIT,8,Sun,October 27,4:05PM,1,boxscore,21,18,279,3,276,2,-20.2%,2.5
PHI,NYG,8,Sun,October 27,1:02PM,1,boxscore,7,15,325,1,200,3,-4.4%,-5.5
PIT,OAK,8,Sun,October 27,4:05PM,0,boxscore,18,21,279,3,276,2,-2.9%,-2.5
SEA,STL,8,Mon,October 28,8:30PM,0,boxscore,14,9,135,0,339,2,32.7%,-13.0
SF,JAC,8,Sun,October 27,1:07PM,0,boxscore,42,10,398,1,318,1,16.6%,-14.5
STL,SEA,8,Mon,October 28,8:30PM,1,boxscore,9,14,135,0,339,2,-17.2%,13.0
TB,CAR,8,Thu,October 24,8:29PM,1,boxscore,13,31,324,0,297,1,-11.6%,6.5
WAS,DEN,8,Sun,October 27,4:25PM,0,boxscore,21,45,446,4,266,5,-18.0%,11.0
